user_id,timestamp_unix,morph_id,morph_switch_counter,source_url,destination_url,morph_assignment,context,outcome_var,timestamp_Clickstream,time_lead,time_diff,price,bounce,total_clicks,condition,condition_reassigned,outcome_addTo,Cumul_outcome_addTo,Tlength,IND,lastT,trolley_dummy,est_state_2ST,prob_state1_2ST,prob_state2_2ST,est_state_2SNT,prob_state1_2SNT,prob_state2_2SNT
0CeYJizcvbpvGKweHhrsYHVnqN7o1r6c,1619687539,1,10,https://xlarge.rsm.nl/phone-shop/#/reviews/11,https://xlarge.rsm.nl/phone-shop/#/comparison,NA,{comparison:[];linkLocation:top-navigation},0,2021-04-29T09:12:19Z,2021-04-29T09:12:21Z,2.194000006,319,0,26,1,1,0,0,10,2,0,0,2,0.17,0.83,2,0.44,0.56
0CeYJizcvbpvGKweHhrsYHVnqN7o1r6c,1619687541,1,11,https://xlarge.rsm.nl/phone-shop/#/comparison,https://xlarge.rsm.nl/phone-shop/#/reviews,NA,{linkLocation:top-navigation},0,2021-04-29T09:12:21Z,2021-04-29T09:12:23Z,2.125,319,0,26,1,1,0,0,11,2,0,0,2,0.14,0.86,2,0.43,0.57
0CeYJizcvbpvGKweHhrsYHVnqN7o1r6c,1619687543,1,12,https://xlarge.rsm.nl/phone-shop/#/reviews,https://xlarge.rsm.nl/phone-shop/#/products,NA,{linkLocation:top-navigation},0,2021-04-29T09:12:23Z,2021-04-29T09:12:23Z,0.003999949,319,0,26,1,1,0,0,12,2,0,0,2,0.12,0.88,2,0.43,0.57
0CeYJizcvbpvGKweHhrsYHVnqN7o1r6c,1619687543,1,13,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/products/filter,NA,[],0,2021-04-29T09:12:23Z,2021-04-29T09:12:45Z,22.2190001,319,0,26,1,1,0,0,13,2,0,0,2,0.1,0.9,2,0.42,0.58
0CeYJizcvbpvGKweHhrsYHVnqN7o1r6c,1619687566,1,14,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/products/2,NA,{linkLocation:products-overview-grid},0,2021-04-29T09:12:45Z,2021-04-29T09:13:01Z,15.52600002,319,0,26,1,1,0,0,14,2,0,0,2,0.09,0.91,2,0.42,0.58
0CeYJizcvbpvGKweHhrsYHVnqN7o1r6c,1619687581,1,15,https://xlarge.rsm.nl/phone-shop/#/products/2,https://xlarge.rsm.nl/phone-shop/#/products,NA,null,0,2021-04-29T09:13:01Z,2021-04-29T09:13:01Z,0.003999949,319,0,26,1,1,0,0,15,2,0,0,2,0.07,0.93,2,0.42,0.58
0CeYJizcvbpvGKweHhrsYHVnqN7o1r6c,1619687581,1,16,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/products/filter,NA,[],0,2021-04-29T09:13:01Z,2021-04-29T09:13:06Z,5.238000154,319,0,26,1,1,0,0,16,2,0,0,2,0.06,0.94,2,0.42,0.58
0CeYJizcvbpvGKweHhrsYHVnqN7o1r6c,1619687586,1,17,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/add-to-trolley,NA,{trolley:{id:1;fullName:Samsung Galaxy A42 5G 128GB Mobile Phone - White;price:319};linkLocation:product-overview},0,2021-04-29T09:13:06Z,2021-04-29T09:13:12Z,6.494999886,319,0,26,1,1,0,0,17,2,0,0,2,0.05,0.95,2,0.41,0.59
0CeYJizcvbpvGKweHhrsYHVnqN7o1r6c,1619687593,1,18,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/add-to-comparison,NA,{comparison:[{id:1;fullName:Samsung Galaxy A42 5G 128GB Mobile Phone - White;price:319}];linkLocation:product-overview},0,2021-04-29T09:13:12Z,2021-04-29T09:13:15Z,2.808000088,319,0,26,1,1,1,1,18,2,0,0,2,0.05,0.95,2,0.41,0.59
0CeYJizcvbpvGKweHhrsYHVnqN7o1r6c,1619687596,1,19,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/add-to-comparison,NA,{comparison:[{id:1;fullName:Samsung Galaxy A42 5G 128GB Mobile Phone - White;price:319};{id:2;fullName:Huawei Y6 32GB Mobile Phone - Blue;price:99.95}];linkLocation:product-overview},0,2021-04-29T09:13:15Z,2021-04-29T09:13:20Z,5.065999985,319,0,26,1,1,1,1,19,2,0,0,2,0.05,0.95,2,0.41,0.59
0CeYJizcvbpvGKweHhrsYHVnqN7o1r6c,1619687601,1,20,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/comparison,NA,{comparison:[{id:1;fullName:Samsung Galaxy A42 5G 128GB Mobile Phone - White;price:319};{id:2;fullName:Huawei Y6 32GB Mobile Phone - Blue;price:99.95}];linkLocation:top-navigation},0,2021-04-29T09:13:20Z,2021-04-29T09:13:29Z,8.993999958,319,0,26,1,1,0,1,20,2,0,0,2,0.04,0.96,2,0.41,0.59
0CeYJizcvbpvGKweHhrsYHVnqN7o1r6c,1619687610,1,21,https://xlarge.rsm.nl/phone-shop/#/comparison,https://xlarge.rsm.nl/phone-shop/#/products/2,NA,{linkLocation:comparison},0,2021-04-29T09:13:29Z,2021-04-29T09:14:04Z,35.01499987,319,0,26,1,1,0,1,21,2,0,0,2,0.04,0.96,2,0.41,0.59
0CeYJizcvbpvGKweHhrsYHVnqN7o1r6c,1619687645,1,22,https://xlarge.rsm.nl/phone-shop/#/products/2,https://xlarge.rsm.nl/phone-shop/#/comparison,NA,{comparison:[{id:1;fullName:Samsung Galaxy A42 5G 128GB Mobile Phone - White;price:319};{id:2;fullName:Huawei Y6 32GB Mobile Phone - Blue;price:99.95}]},0,2021-04-29T09:14:04Z,2021-04-29T09:14:11Z,6.895000219,319,0,26,1,1,0,1,22,2,0,0,2,0.04,0.96,2,0.41,0.59
0CeYJizcvbpvGKweHhrsYHVnqN7o1r6c,1619687652,1,23,https://xlarge.rsm.nl/phone-shop/#/comparison,https://xlarge.rsm.nl/phone-shop/#/products,NA,null,0,2021-04-29T09:14:11Z,2021-04-29T09:14:11Z,0.003999949,319,0,26,1,1,0,1,23,2,0,0,2,0.04,0.96,2,0.41,0.59
0CeYJizcvbpvGKweHhrsYHVnqN7o1r6c,1619687652,1,24,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/products/filter,NA,[],0,2021-04-29T09:14:11Z,2021-04-29T09:14:28Z,17.20799994,319,0,26,1,1,0,1,24,2,0,0,2,0.03,0.97,2,0.41,0.59
0CeYJizcvbpvGKweHhrsYHVnqN7o1r6c,1619687669,1,25,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/trolley,NA,{trolley:{id:1;fullName:Samsung Galaxy A42 5G 128GB Mobile Phone - White;price:319};linkLocation:top-navigation},0,2021-04-29T09:14:28Z,2021-04-29T09:14:47Z,18.81100011,319,0,26,1,1,0,1,25,2,1,1,2,0,1,2,0.01,0.99
0FwPKYGl7I7pKpmBN4HLlSyWYxoxlB,1619603861,1,1,https://xlarge.rsm.nl/phone-shop/#/,https://xlarge.rsm.nl/phone-shop/#/products,NA,{linkLocation:home-top-cta},0,2021-04-28T09:57:41Z,2021-04-28T09:57:41Z,0.004000187,379.95,0,12,1,1,0,0,1,3,0,0,1,1,0,1,1,0
0FwPKYGl7I7pKpmBN4HLlSyWYxoxlB,1619603861,1,2,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/products/filter,NA,[],0,2021-04-28T09:57:41Z,2021-04-28T09:58:17Z,35.86299992,379.95,0,12,1,1,0,0,2,3,0,0,1,0.79,0.21,1,0.81,0.19
0FwPKYGl7I7pKpmBN4HLlSyWYxoxlB,1619603897,1,3,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/,NA,{linkLocation:top-navigation},0,2021-04-28T09:58:17Z,2021-04-28T09:58:24Z,7.663000107,379.95,0,12,1,1,0,0,3,3,0,0,1,0.63,0.37,1,0.69,0.31
0FwPKYGl7I7pKpmBN4HLlSyWYxoxlB,1619603905,1,4,https://xlarge.rsm.nl/phone-shop/#/,https://xlarge.rsm.nl/phone-shop/#/suggestions/camera,NA,{linkLocation:home-suggestions-link},0,2021-04-28T09:58:24Z,2021-04-28T09:58:24Z,0.004999876,379.95,0,12,1,1,0,0,4,3,0,0,1,0.51,0.49,1,0.6,0.4
0FwPKYGl7I7pKpmBN4HLlSyWYxoxlB,1619603905,1,5,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/products/filter,NA,[],0,2021-04-28T09:58:24Z,2021-04-28T09:58:35Z,10.64300013,379.95,0,12,1,1,0,0,5,3,0,0,2,0.42,0.58,1,0.55,0.45
0FwPKYGl7I7pKpmBN4HLlSyWYxoxlB,1619603915,1,6,https://xlarge.rsm.nl/phone-shop/#/suggestions/camera,https://xlarge.rsm.nl/phone-shop/#/,NA,{linkLocation:top-navigation},0,2021-04-28T09:58:35Z,2021-04-28T09:58:40Z,4.753999949,379.95,0,12,1,1,0,0,6,3,0,0,2,0.35,0.65,1,0.51,0.49
0FwPKYGl7I7pKpmBN4HLlSyWYxoxlB,1619603920,1,7,https://xlarge.rsm.nl/phone-shop/#/,https://xlarge.rsm.nl/phone-shop/#/suggestions/media,Random morph assigned to this token (Morph re-calculated),{linkLocation:home-suggestions-link},0,2021-04-28T09:58:40Z,2021-04-28T09:58:40Z,0.001999855,379.95,0,12,1,1,0,0,7,3,0,0,2,0.3,0.7,2,0.48,0.52
0FwPKYGl7I7pKpmBN4HLlSyWYxoxlB,1619603920,1,8,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/products/filter,NA,[],0,2021-04-28T09:58:40Z,2021-04-28T09:58:44Z,4.348999977,379.95,0,12,1,1,0,0,8,3,0,0,2,0.25,0.75,2,0.46,0.54
0FwPKYGl7I7pKpmBN4HLlSyWYxoxlB,1619603924,1,9,https://xlarge.rsm.nl/phone-shop/#/suggestions/media,https://xlarge.rsm.nl/phone-shop/#/products,NA,{linkLocation:top-navigation},0,2021-04-28T09:58:44Z,2021-04-28T09:59:01Z,16.9380002,379.95,0,12,1,1,0,0,9,3,0,0,2,0.21,0.79,2,0.44,0.56
0FwPKYGl7I7pKpmBN4HLlSyWYxoxlB,1619603941,1,10,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/add-to-trolley,NA,{trolley:{id:13;fullName:Huawei P40 Lite 5G 128GB Mobile Phone - Black;price:379.95};linkLocation:product-overview},0,2021-04-28T09:59:01Z,2021-04-28T09:59:08Z,6.657999992,379.95,0,12,1,1,0,0,10,3,0,0,2,0.18,0.82,2,0.43,0.57
0FwPKYGl7I7pKpmBN4HLlSyWYxoxlB,1619603948,1,11,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/trolley,NA,{trolley:{id:13;fullName:Huawei P40 Lite 5G 128GB Mobile Phone - Black;price:379.95};linkLocation:top-navigation},0,2021-04-28T09:59:08Z,2021-04-28T09:59:13Z,5.924000025,379.95,0,12,1,1,0,0,11,3,1,1,2,0,1,2,0.01,0.99
0pLP7S5aFkklngVcAQgOe2RI44ziI6z,1619603996,1,1,https://xlarge.rsm.nl/phone-shop/#/,https://xlarge.rsm.nl/phone-shop/#/products,NA,{linkLocation:top-navigation},0,2021-04-28T09:59:56Z,2021-04-28T09:59:56Z,0.003999949,0,1,7,1,1,0,0,1,4,0,0,1,1,0,1,1,0
0pLP7S5aFkklngVcAQgOe2RI44ziI6z,1619603996,1,2,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/products/filter,NA,[],0,2021-04-28T09:59:56Z,2021-04-28T10:00:27Z,31.19499993,0,1,7,1,1,0,0,2,4,0,0,1,0.78,0.22,1,0.81,0.19
0pLP7S5aFkklngVcAQgOe2RI44ziI6z,1619604027,1,3,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/products/11,NA,{linkLocation:products-overview-grid},0,2021-04-28T10:00:27Z,2021-04-28T10:00:43Z,15.84599996,0,1,7,1,1,0,0,3,4,0,0,1,0.62,0.38,1,0.68,0.32
0pLP7S5aFkklngVcAQgOe2RI44ziI6z,1619604043,1,4,https://xlarge.rsm.nl/phone-shop/#/products/11,https://xlarge.rsm.nl/phone-shop/#/add-to-trolley,NA,{trolley:{id:11;fullName:iPhone SE 64GB Mobile Phone - Black;price:399};linkLocation:product-detail},0,2021-04-28T10:00:43Z,2021-04-28T10:00:46Z,2.97300005,0,1,7,1,1,0,0,4,4,0,0,1,0.51,0.49,1,0.6,0.4
0pLP7S5aFkklngVcAQgOe2RI44ziI6z,1619604046,1,5,https://xlarge.rsm.nl/phone-shop/#/products/11,https://xlarge.rsm.nl/phone-shop/#/products,NA,{linkLocation:top-navigation},0,2021-04-28T10:00:46Z,2021-04-28T10:00:46Z,0.003999949,0,1,7,1,1,0,0,5,4,0,0,2,0.41,0.59,1,0.54,0.46
0pLP7S5aFkklngVcAQgOe2RI44ziI6z,1619604046,1,6,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/products/filter,NA,[],0,2021-04-28T10:00:46Z,2021-04-28T10:00:59Z,13.13499999,0,1,7,1,1,0,0,6,4,0,0,2,0.34,0.66,1,0.5,0.5
0pLP7S5aFkklngVcAQgOe2RI44ziI6z,1619604059,1,7,https://xlarge.rsm.nl/phone-shop/#/products,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=0pLP7S5a_FkklngVcAQgOe2RI44ziI6z,Random morph assigned to this token (Morph re-calculated),{linkLocation:footer},0,2021-04-28T10:00:59Z,2021-04-28T10:00:59Z,0,0,1,7,1,1,0,0,7,4,1,0,2,0.01,0.99,2,0.01,0.99
0vFV9KhhPAIZ0hXwc6pu6BxsV768bHmT,1619686753,1,1,https://xlarge.rsm.nl/phone-shop/#/,https://xlarge.rsm.nl/phone-shop/#/suggestions/camera,NA,{linkLocation:home-suggestions-link},0,2021-04-29T08:59:13Z,2021-04-29T08:59:13Z,0.023000002,0,0,35,1,1,0,0,1,5,0,0,1,1,0,1,1,0
0vFV9KhhPAIZ0hXwc6pu6BxsV768bHmT,1619686753,1,2,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/products/filter,NA,[],0,2021-04-29T08:59:13Z,2021-04-29T08:59:54Z,40.977,0,0,35,1,1,0,0,2,5,0,0,1,0.79,0.21,1,0.81,0.19
0vFV9KhhPAIZ0hXwc6pu6BxsV768bHmT,1619686794,1,3,https://xlarge.rsm.nl/phone-shop/#/suggestions/camera,https://xlarge.rsm.nl/phone-shop/#/products,NA,{linkLocation:top-navigation},0,2021-04-29T08:59:54Z,2021-04-29T09:00:27Z,33.13199997,0,0,35,1,1,0,0,3,5,0,0,1,0.63,0.37,1,0.69,0.31
0vFV9KhhPAIZ0hXwc6pu6BxsV768bHmT,1619686827,1,4,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/reviews/11,NA,{linkLocation:products-overview-grid},0,2021-04-29T09:00:27Z,2021-04-29T09:02:25Z,118.4170001,0,0,35,1,1,0,0,4,5,0,0,1,0.51,0.49,1,0.61,0.39
0vFV9KhhPAIZ0hXwc6pu6BxsV768bHmT,1619686946,1,5,https://xlarge.rsm.nl/phone-shop/#/reviews/11,https://xlarge.rsm.nl/phone-shop/#/comparison,NA,{comparison:[];linkLocation:top-navigation},0,2021-04-29T09:02:25Z,2021-04-29T09:02:28Z,2.368999958,0,0,35,1,1,0,0,5,5,0,0,2,0.42,0.58,1,0.56,0.44
0vFV9KhhPAIZ0hXwc6pu6BxsV768bHmT,1619686948,1,6,https://xlarge.rsm.nl/phone-shop/#/comparison,https://xlarge.rsm.nl/phone-shop/#/products,NA,{linkLocation:top-navigation},0,2021-04-29T09:02:28Z,2021-04-29T09:02:28Z,0.013999939,0,0,35,1,1,0,0,6,5,0,0,2,0.35,0.65,1,0.52,0.48
0vFV9KhhPAIZ0hXwc6pu6BxsV768bHmT,1619686948,1,7,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/products/filter,Random morph assigned to this token (Morph re-calculated),[],0,2021-04-29T09:02:28Z,2021-04-29T09:02:31Z,3.6650002,0,0,35,1,1,0,0,7,5,0,0,2,0.29,0.71,2,0.49,0.51
0vFV9KhhPAIZ0hXwc6pu6BxsV768bHmT,1619686952,1,8,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/add-to-comparison,NA,{comparison:[{id:11;fullName:iPhone SE 64GB Mobile Phone - Black;price:399}];linkLocation:product-overview},0,2021-04-29T09:02:31Z,2021-04-29T09:02:40Z,8.464999914,0,0,35,1,1,1,1,8,5,0,0,2,0.26,0.74,2,0.48,0.52
0vFV9KhhPAIZ0hXwc6pu6BxsV768bHmT,1619686960,1,9,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/add-to-comparison,NA,{comparison:[{id:11;fullName:iPhone SE 64GB Mobile Phone - Black;price:399};{id:6;fullName:Nokia 3.4 32GB Mobile Phone - Charcoal;price:109.95}];linkLocation:product-overview},0,2021-04-29T09:02:40Z,2021-04-29T09:02:46Z,5.73300004,0,0,35,1,1,1,1,9,5,0,0,2,0.24,0.76,2,0.47,0.53
0vFV9KhhPAIZ0hXwc6pu6BxsV768bHmT,1619686966,1,10,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/comparison,NA,{comparison:[{id:11;fullName:iPhone SE 64GB Mobile Phone - Black;price:399};{id:6;fullName:Nokia 3.4 32GB Mobile Phone - Charcoal;price:109.95}];linkLocation:top-navigation},0,2021-04-29T09:02:46Z,2021-04-29T09:03:13Z,27.18599987,0,0,35,1,1,0,1,10,5,0,0,2,0.22,0.78,2,0.46,0.54
0vFV9KhhPAIZ0hXwc6pu6BxsV768bHmT,1619686993,1,11,https://xlarge.rsm.nl/phone-shop/#/comparison,https://xlarge.rsm.nl/phone-shop/#/,NA,{linkLocation:top-navigation},0,2021-04-29T09:03:13Z,2021-04-29T09:03:16Z,2.943000078,0,0,35,1,1,0,1,11,5,0,0,2,0.21,0.79,2,0.45,0.55
0vFV9KhhPAIZ0hXwc6pu6BxsV768bHmT,1619686996,1,12,https://xlarge.rsm.nl/phone-shop/#/,https://xlarge.rsm.nl/phone-shop/#/products,NA,{linkLocation:home-top-cta},0,2021-04-29T09:03:16Z,2021-04-29T09:03:16Z,0.020999908,0,0,35,1,1,0,1,12,5,0,0,2,0.19,0.81,2,0.44,0.56
0vFV9KhhPAIZ0hXwc6pu6BxsV768bHmT,1619686996,1,13,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/products/filter,NA,[],0,2021-04-29T09:03:16Z,2021-04-29T09:03:31Z,15.41700006,0,0,35,1,1,0,1,13,5,0,0,2,0.18,0.82,2,0.44,0.56
0vFV9KhhPAIZ0hXwc6pu6BxsV768bHmT,1619687012,1,14,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/remove-from-comparison,NA,{comparison:[{id:11;fullName:iPhone SE 64GB Mobile Phone - Black;price:399}];linkLocation:product-overview},0,2021-04-29T09:03:31Z,2021-04-29T09:03:34Z,2.618999958,0,0,35,1,1,0,1,14,5,0,0,2,0.16,0.84,2,0.43,0.57
0vFV9KhhPAIZ0hXwc6pu6BxsV768bHmT,1619687014,1,15,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/add-to-comparison,NA,{comparison:[{id:11;fullName:iPhone SE 64GB Mobile Phone - Black;price:399};{id:10;fullName:Sony Xperia 10 II Mobile Phone - Black;price:319.95}];linkLocation:product-overview},0,2021-04-29T09:03:34Z,2021-04-29T09:03:38Z,4.703000069,0,0,35,1,1,1,1,15,5,0,0,2,0.15,0.85,2,0.43,0.57
0vFV9KhhPAIZ0hXwc6pu6BxsV768bHmT,1619687019,1,16,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/comparison,NA,{comparison:[{id:11;fullName:iPhone SE 64GB Mobile Phone - Black;price:399};{id:10;fullName:Sony Xperia 10 II Mobile Phone - Black;price:319.95}];linkLocation:top-navigation},0,2021-04-29T09:03:38Z,2021-04-29T09:04:00Z,21.33800006,0,0,35,1,1,0,1,16,5,0,0,2,0.14,0.86,2,0.43,0.57
0vFV9KhhPAIZ0hXwc6pu6BxsV768bHmT,1619687040,1,17,https://xlarge.rsm.nl/phone-shop/#/comparison,https://xlarge.rsm.nl/phone-shop/#/,NA,{linkLocation:top-navigation},0,2021-04-29T09:04:00Z,2021-04-29T09:04:07Z,7.496999979,0,0,35,1,1,0,1,17,5,0,0,2,0.13,0.87,2,0.43,0.57
0vFV9KhhPAIZ0hXwc6pu6BxsV768bHmT,1619687082,1,19,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/products/filter,NA,[],0,2021-04-29T09:04:42Z,2021-04-29T09:04:48Z,6.646000147,0,0,35,1,1,0,1,18,5,0,0,2,0.12,0.88,2,0.42,0.58
0vFV9KhhPAIZ0hXwc6pu6BxsV768bHmT,1619687089,1,20,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/products/11,NA,{linkLocation:products-overview-grid},0,2021-04-29T09:04:48Z,2021-04-29T09:06:03Z,74.66400003,0,0,35,1,1,0,1,19,5,0,0,2,0.12,0.88,2,0.42,0.58
0vFV9KhhPAIZ0hXwc6pu6BxsV768bHmT,1619687164,1,21,https://xlarge.rsm.nl/phone-shop/#/products/11,https://xlarge.rsm.nl/phone-shop/#/products,NA,{linkLocation:top-navigation},0,2021-04-29T09:06:03Z,2021-04-29T09:06:03Z,0.018999815,0,0,35,1,1,0,1,20,5,0,0,2,0.11,0.89,2,0.42,0.58
0vFV9KhhPAIZ0hXwc6pu6BxsV768bHmT,1619687164,1,22,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/products/filter,NA,[],0,2021-04-29T09:06:03Z,2021-04-29T09:06:09Z,6.305999994,0,0,35,1,1,0,1,21,5,0,0,2,0.1,0.9,2,0.42,0.58
