user_id,source_url,destination_url,phone_id,fullName,price,outcome_var,bounce,total_clicks,first_morph,last_morph,time_spent_website,condition,condition_reassigned,time_spent_survey,bonus_unclear,bonus_unclear_open,bcq_bonus_received,web_satisf,att_check,att_check_6_TEXT,web_recommend,lk_buy_cellphone,employment_status,employment_status_7_TEXT,gender,Mobile
0YJxtLkKg27aJliqmoDed5qT7YKEKD,https://xlarge.rsm.nl/phone-shop/#/products/11,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=~0YJxtLkKg27aJliqmoDed5qT7-YKEKD,{linkLocation:footer},NA,0,0,1,13,1,1,88.13899994,1,1,126,2,NA,2,6,6,Yes,6,6,7,Homemaker,2,1
0ZMBlJvSeGr60rDIugv1MXJWuoNyj8,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:11,fullName:iPhone SE 64GB Mobile Phone - Black,399,1,0,6,2,2,21.31999993,4,3,87,2,NA,2,7,6,Yes,7,6,1,NA,1,0
11vpSyqv8RqIzCsL2Ms9T8tDs9Uzgd,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:13,fullName:Huawei P40 Lite 5G 128GB Mobile Phone - Black,379.95,1,0,19,1,2,154.3809998,2,2,107,2,NA,2,6,6,YES,6,7,1,NA,2,0
11XFsXOG2uVCfgbtCMn9RtOwuje,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:11,fullName:iPhone SE 64GB Mobile Phone - Black,399,1,0,7,2,1,48.07500005,3,3,104,2,NA,2,7,6,Yes,6,2,5,NA,1,0
13QhuZLR7kIoG6CCuQVC6KWRbEKd9oI,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:3,fullName:Samsung Galaxy A12 64GB Mobile Phone - Black,169.95,1,0,10,1,1,122.53,1,1,86,2,NA,2,6,6,Yes,5,7,1,NA,1,0
13qMrrRUj4C6HGDZMEJYRammkPH6GpM5,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:5,fullName:Motorola G8 Power Lite 64GB Mobile Phone-Royal Blue,99.95,1,0,6,1,1,131.1100001,1,2,72,2,NA,2,7,6,yes,7,4,1,NA,2,0
1ABiAu1UprE1d5UP9OjDyWdq8h1IfGd,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:15,fullName:OPPO Reno4 Z 128GB 5G Mobile Phone - White,249.95,1,0,6,2,2,43.29500008,4,4,73,2,NA,2,5,6,yes,4,5,1,NA,1,0
1ckYu4YFO9HIIVevCUo2xxQXYKn00l4,https://xlarge.rsm.nl/phone-shop/#/products/9,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=1ckYu4YFO9HIIVevCUo2xxQXYKn00l4-,{linkLocation:footer},NA,0,0,1,3,2,2,42.73500013,4,4,132,2,NA,2,7,6,Yes,3,5,7,NA,2,0
1gczZ4VGz5rZOR3dM0UEwIvNxNBXIj,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:11,fullName:iPhone SE 64GB Mobile Phone - Black,399,1,0,18,1,1,284.326,1,1,132,2,NA,2,7,6,Yes,6,5,1,NA,2,1
1lFajAlrNlXk9zt11EQY1N56gPv8iv,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:11,fullName:iPhone SE 64GB Mobile Phone - Black,399,1,0,11,2,2,66.8579998,4,4,80,2,NA,2,7,6,Yes,7,7,1,NA,2,0
1OVNsblXKCLviw1JSaiXc16VxkUu4,https://xlarge.rsm.nl/phone-shop/#/,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=1-OVNsblX~KCLviw1J_SaiXc16VxkUu4,{linkLocation:footer},NA,0,0,1,5,2,2,12.65299988,4,3,77,2,NA,2,6,6,Yes,5,6,1,NA,2,0
1q6YYSKQPWwMa8J6bzCIQo7qzvJ1RW,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{}},NA,0,0,0,17,2,1,205.8699999,3,3,80,2,NA,2,5,6,Yes,5,4,1,NA,2,0
1qweryEXRuO83rd0LI2j3tyx8Kp,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/,{linkLocation:top-navigation},NA,0,0,1,22,2,2,53.4139998,4,4,106,2,NA,2,6,6,Yes,3,6,2,NA,1,0
1R19mlMdNlzF1rvqtZ8VRECltrq70c,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:3,fullName:Samsung Galaxy A12 64GB Mobile Phone - Black,169.95,1,0,11,2,1,139.3740001,3,3,139,2,NA,2,7,6,Yes,4,4,1,NA,2,0
1tLK0RzWkpqwbpUGItEvhFf43X2A1oB,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:10,fullName:Sony Xperia 10 II Mobile Phone - Black,319.95,1,0,22,1,2,207.1930001,2,2,87,2,NA,2,6,6,Yes,6,5,1,NA,1,0
1tZ7FI42vxg5LNPgPmWm3hGhZjWYHK,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{}},NA,0,0,0,8,2,1,120.1950002,3,3,133,2,NA,2,6,6,Yes,5,5,4,NA,2,0
1uiL0LdMeVDsBgm0T0JLU77anvXgn,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{}},NA,0,0,0,19,1,1,295.0190001,1,1,108,2,NA,2,5,6,Yes,3,5,1,NA,2,0
1uNfI4c3FE1OD5iDIGmaywZhOGYuyQH,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:11,fullName:iPhone SE 64GB Mobile Phone - Black,399,1,0,31,2,2,211.9450002,4,4,99,2,NA,2,6,6,Yes,5,6,1,NA,1,0
1YNc3hDi7DxP0jZknk2dL8voJ5dcwAv,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:11,fullName:iPhone SE 64GB Mobile Phone - Black,399,1,0,5,1,1,40.71000004,1,2,78,2,NA,2,7,6,Yes,7,7,1,NA,2,1
250RAjSf6xXiQsMfVwUiKuq2EQz,https://xlarge.rsm.nl/phone-shop/#/products,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=250RAjSf6xXiQsM.f.VwUiKuq2~~EQz_,{linkLocation:footer},NA,0,0,1,3,2,2,10.34000015,4,4,133,2,NA,2,6,6,Yes,6,3,3,NA,2,0
28KuX1vLThUm8Bxh2mbuRoKZuxMCVwZl,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{}},NA,0,0,0,19,2,1,111.832,3,3,183,2,NA,2,3,6,Yes,1,5,1,NA,1,0
2ApgJgPcdN2X4yE5y17OtOhGGxwIj,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:1,fullName:Samsung Galaxy A42 5G 128GB Mobile Phone - White,319,1,0,32,1,2,416.6159999,2,2,110,2,NA,2,5,6,Yes,5,3,1,NA,2,0
2b7Wib9zTyVPSktg0gRJyrYM3ZAL,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:11,fullName:iPhone SE 64GB Mobile Phone - Black,399,1,0,5,1,1,42.29099989,1,2,109,2,NA,2,6,6,yes,6,7,1,NA,1,0
2bn2PJrhlmHN5pwtU3kqP3esnvolop4,https://xlarge.rsm.nl/phone-shop/#/,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=2bn2PJrhlmHN5pwtU3kqP_3esnvolop4,{linkLocation:footer},NA,0,0,1,19,1,1,224.085,1,1,116,2,NA,2,6,6,Yes,4,2,2,NA,2,0
2EQIfmmUmHZhbiOD8rxDULppgCgmJy2X,https://xlarge.rsm.nl/phone-shop/#/suggestions/social-media,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=2EQIfmmUmHZhbiOD8rxDULppgCgmJy2X,{linkLocation:footer},NA,0,0,1,9,1,2,42.83800006,2,2,94,2,NA,2,3,6,yes,1,7,1,NA,1,0
2EVBhwP749XWhNb1CaTer9Kja8JJE,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/remove-from-comparison,{comparison:[{id:8,fullName:Google Pixel 3a XL 64GB Mobile Phone - Black,0,0,1,25,2,1,112.477,3,3,67,2,NA,2,6,6,Yes,5,1,1,NA,1,0
2faIXDz5YxQKPZ9oeUHH3sxHZ0M,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{}},NA,0,0,0,7,1,1,50.04700017,1,1,116,2,NA,2,7,6,Yes,7,2,1,NA,1,1
2Hg0N5DCRaCygyqKjhe0DbqUUFtpc,https://xlarge.rsm.nl/phone-shop/#/reviews/11,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=2Hg0N5DCRaCygyqKjh-_e0D_bqUUFtpc,{linkLocation:footer},NA,0,0,1,22,1,2,130.0999999,2,2,117,2,NA,2,5,6,Yes,3,2,2,NA,2,0
2I6u6203xRTEZ7IDFxHOvDhQ3YQPD,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:11,fullName:iPhone SE 64GB Mobile Phone - Black,399,1,0,7,2,1,28.28699994,3,3,106,2,NA,2,6,6,Yes,6,6,1,NA,1,0
2il6JIEoIHr2qgudaFYK3ZmCanM8K,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{}},NA,0,0,0,12,2,2,253.303,4,4,92,2,NA,2,6,6,Yes,6,5,1,NA,2,0
2JaC84SXKC5r9GJjg4qoRZe5BtSu7Iq,https://xlarge.rsm.nl/phone-shop/#/products,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=2JaC84SXK-C5r9GJjg4qoRZe5BtSu7Iq,{linkLocation:footer},NA,0,0,1,11,1,2,125.059,2,2,241,1,Difficult to understand,1,4,6,Yes,4,5,4,NA,2,1
2KsYJACHaeqZLIb15Y1grXbzJzryRY,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{}},NA,0,0,0,6,1,1,72.14699984,1,1,118,2,NA,2,7,6,Yes,6,6,7,House wife,2,1
2LbjcABjorLueoq5VxU9JQkgvT6qpT,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:10,fullName:Sony Xperia 10 II Mobile Phone - Black,319.95,1,0,24,1,2,290.9060001,2,2,156,2,NA,2,6,6,Yes,2,1,2,NA,2,0
2mxy17Vd2Y6GMPvPBTEJgNVSMpNbZ,https://xlarge.rsm.nl/phone-shop/#/products,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=2mxy17Vd2~Y6G_MPvPBTEJgNVSMpNbZ~,{linkLocation:footer},NA,0,0,1,5,1,1,61.44300008,1,1,144,2,NA,2,6,6,Yes,6,4,4,NA,2,0
2QwuGI6zF7CbiiUB2UBHk1W4boVOVN,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:11,fullName:iPhone SE 64GB Mobile Phone - Black,399,1,0,6,2,2,45.05599999,4,4,120,2,NA,2,6,6,Yes,3,5,1,NA,1,0
2VcGAUdSWEWjE2QjjUh6ZkaPsePyt40L,https://xlarge.rsm.nl/phone-shop/#/products/11,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=2VcGAUdSWEWjE2QjjUh6ZkaPsePyt40L,{linkLocation:footer},NA,0,0,1,12,2,1,128.3,3,3,146,2,NA,2,3,6,Yes,2,1,1,NA,1,0
2XMSTqb1mSXF6K0XFv5tDqnH90tIWUYL,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:6,fullName:Nokia 3.4 32GB Mobile Phone - Charcoal,109.95,1,0,15,1,2,68.11300015,2,2,71,1,Nothing,1,5,6,Yes,5,6,1,NA,2,1
37kWop4TAci2mQM8HR3A1TF7COkBrpU,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:3,fullName:Samsung Galaxy A12 64GB Mobile Phone - Black,169.95,1,0,9,2,1,62.06299996,3,3,86,2,NA,2,6,6,Yes,5,7,1,NA,2,0
3C3HgFtJqECUnx8bKAdgdGmW2vAoK,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:4,fullName:Huawei P30 Lite 128GB Mobile Phone - Black,199.95,1,0,18,1,2,330.1990001,2,2,152,2,NA,2,6,6,Yes,6,3,3,NA,2,0
3c7hg75re5uPhaPLxDY6OH1tXbvj0G,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:1,fullName:Samsung Galaxy A42 5G 128GB Mobile Phone - White,319,1,0,26,2,2,161.493,4,4,76,2,NA,2,3,6,Yes,2,6,1,NA,1,0
3fEoXAak3DPBYO0NOhgc9qRrrEHFbhI,https://xlarge.rsm.nl/phone-shop/#/products/12,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=3-fEoXAak3DPBYO0NOhgc9qRrrEHFbhI,{linkLocation:footer},NA,0,0,1,28,2,2,119.405,4,4,72,2,NA,2,6,6,Yes,6,4,2,NA,1,0
3hYg3Kj8gh763JlRjEbUQVeg0KLcwr,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{}},NA,0,0,0,5,1,1,16.15499997,1,2,63,2,NA,2,6,6,Yes,3,4,3,NA,2,0
3oWR5qJeo0YG44naT3ofdjMFXSDGQ,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{}},NA,0,0,0,28,2,1,263.615,3,3,97,2,NA,2,3,6,Yes,2,1,1,NA,2,0
3qQsGgNM9xS1HG7NHohd7HRgo8hAGbg,https://xlarge.rsm.nl/phone-shop/#/reviews,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=3qQsGgNM9x~S1HG7NHohd7HRgo8hAGbg,{linkLocation:footer},NA,0,0,1,11,1,1,257.5770001,1,1,165,2,NA,2,3,6,Yes,1,4,5,NA,1,0
3vkX9YlE9WHg9YCkHkFMEx6UjcYNN,https://xlarge.rsm.nl/phone-shop/#/products,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=_3vkX9YlE9WHg.9YCkHkFMEx6UjcYN.N,{linkLocation:footer},NA,0,0,1,26,2,1,83.54999995,3,3,70,2,NA,2,5,6,Yes,5,2,2,NA,2,0
3x4bkAt58T3iubNvWONJhX6Bl1dzkL2H,https://xlarge.rsm.nl/phone-shop/#/,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=3x4bkAt58T3iubNvWONJhX6Bl1dzkL2H,{linkLocation:footer},NA,0,0,1,17,2,1,163.4709997,3,3,152,2,NA,2,6,6,Yes,5,2,1,NA,1,0
3xNYP9vVknqapAlffef4LMZIDZaig,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:13,fullName:Huawei P40 Lite 5G 128GB Mobile Phone - Black,379.95,1,0,5,1,1,65.97799993,1,1,63,2,NA,2,7,6,Yes,7,7,1,NA,2,0
3ycXIFm6gMCdjw59RXybTCM5AMaASdD,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:13,fullName:Huawei P40 Lite 5G 128GB Mobile Phone - Black,379.95,1,0,28,2,2,183.3409998,4,4,86,2,NA,2,6,6,yes,6,7,1,NA,2,0
3yfR3rNr7Sh7Frb7g6lcuC07xFPAlU,https://xlarge.rsm.nl/phone-shop/#/reviews,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=3yfR3rNr7S_h7Frb7g6lcuC07xFPAlU~,{linkLocation:footer},NA,0,0,1,2,1,1,97.71500015,1,2,266,2,NA,1,6,6,Yes,6,1,4,NA,2,0
43tp6zRf8pf2uUTPZpeVJpqRfNOfpH6,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{}},NA,0,0,0,26,2,1,118.7020001,3,3,89,2,NA,2,6,6,Yes,5,7,2,NA,2,0
4EzTIl6bzHXAQgwUcNzhexIHU8Jz2K9,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:1,fullName:Samsung Galaxy A42 5G 128GB Mobile Phone - White,319,1,0,9,1,1,156.013,1,1,94,2,NA,2,6,6,Yes,2,4,2,NA,2,0
4HkSrVXDXerJJbUwItrgW4v68UtAr,https://xlarge.rsm.nl/phone-shop/#/products,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=4HkSrVXDX-erJ_Jb~UwItrgW4v68UtAr,{linkLocation:footer},NA,0,0,1,25,2,2,131.1760001,4,4,97,2,NA,3,6,6,Yes,4,5,1,NA,1,0
4j505L93eWYLMHnSw0D67o50ljLer2,https://xlarge.rsm.nl/phone-shop/#/products,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=4j505_L93eWYLMHnSw0~D67o50ljLer2,{linkLocation:footer},NA,0,0,1,5,2,2,34.26400018,4,3,134,2,NA,2,3,6,Yes,2,6,5,NA,1,0
4KRKmxKlIuPBytwV64iTCB8C5f5f6,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:1,fullName:Samsung Galaxy A42 5G 128GB Mobile Phone - White,319,1,0,4,2,2,56.40799999,4,4,224,2,NA,2,6,6,Yes,6,2,1,NA,1,1
