survey_time_spent,survey_user_id,bonus_unclear,bonus_unclear_open,bcq_bonus_received,web_satisf,att_check,att_check_6_TEXT,web_recommend,lk_buy_cellphone,employment_status,employment_status_7_TEXT,gender,Mobile
90,4gKGqF_xXZ6yg8o72Ei9PWaqXmXfhSOO,2,,2,6,6,Yes,5,2,1,,2,0
151,v_DkdQpxh75sS.e1KTKeO4~PlF1cXGam,2,,2,7,6,Yes,7,5,5,,1,0
174,EwH5-SblP0yo5qMGyK3488LOfh6uHIUi,2,,2,6,6,Yes,6,6,1,,1,0
134,3nRvPgt2t9bfGnw5JB8z4J1a~i3LLC9d,2,,2,6,6,Yes,6,6,7,housewife,2,0
123,mO2VrLKK86G48OJfnyzr4Pi_rCwPlszp,2,,2,6,6,yes,5,7,4,,1,0
221,lt~ExP4lNGaoQcHyyxtnpHECfNYX6loB,2,,2,3,6,Yes,2,2,1,,2,0
137,Qwj0cE-aEg.33NEDThBapwQPeYOH0KVY,2,,2,6,6,Yes,5,7,3,,2,0
82,mqW74chSM0ZrKfLKVCxaTBnv-qjCGiOJ,2,,2,3,6,Yesss,2,4,2,,2,0
165,W22FMBYLgw_zNuBlsifELid8~pUT06nA,2,,2,6,6,Yes,6,4,4,,2,0
178,rSw-09.J1BYe7XsFS_DXG925~R2w1T4p,2,,2,5,6,Yes,3,5,1,,2,0
678,KQppBYY3ucTGcPN_-a.Af~CDSUyD.dHs,2,,2,6,6,Yes,6,7,1,,1,0
103,tVLnG6UNl06xN78bZOacg2gKJ2brAEum,2,,3,6,6,Yes,5,3,1,,2,0
229,Z~Z0G0_JoqkecAQ-X7_0l7AlPWFrfBYt,2,,2,7,6,Yes,7,5,1,,1,0
128,kxNq4ueUDRRL6NAAcsBr.m_CD4Vwi1ik,2,,2,7,6,Yes,6,4,8,,2,0
407,ZuZkTWIicL5DV4WJ~iJFE0ix1rKGOPx1,2,,2,7,6,Yes,6,3,7,Housewife,2,0
133,NHDpHnfeWhe9E~fdha-9pGj~VUr2.u9Q,2,,2,6,6,Yes,6,3,1,,1,0
81,f~9O4HI~MNtM6OEWp28ApmHM0ObN5ILR,2,,2,6,6,Yes,5,1,2,,2,0
51,xhtUBSmcv2fWc8rIJYKNBOsUEN1yBtam,2,,2,7,6,Yes,7,3,1,,1,0
196,9IUpYhmb7sJi.hPSg6YMGis0k5-vj0Du,2,,2,6,6,Yes,6,7,7,Not working for health reasons,1,0
140,se4QBGIQ1-zG8trr.MYshFUSmOQG4HDb,2,,2,7,6,Yes,6,6,1,,1,0
84,T3cetUunycs0ZHJKSp7br~4DSS9qNIUu,2,,2,6,6,Yes,7,7,4,,1,0
153,dEgzaUMM14CVejy~he~85zu0hbZuxW0v,2,,2,6,6,Yes,6,3,4,,2,0
153,Gd7fg.dB0JVWpithZjpTXyZuJMTkehck,2,,2,3,6,Yes,2,6,1,,2,0
156,Spyx.3LZU2K-c_3oju.KF0C4tZaX4An8,2,,2,6,6,Yes,6,7,1,,2,0
186,ll1cUHzCtMl7zna4N2OjFb~UsLmX7p-1,2,,2,5,6,Yes,3,7,3,,1,0
126,4db-VLl7.Rx7dpdOP0aEVbP.W6EWl9Rk,2,,2,5,6,Yes,3,2,2,,2,0
109,KtZl-_v-Q2R50cCM0cVryPwcXNn3Vkoy,2,,2,3,6,Yes,2,6,1,,1,0
161,pIlg.Z9lyC6I~Q2hgNiPZxQp58Iimao_,2,,2,5,6,Yes,5,5,3,,1,0
129,W8DG4VtgOR9MWADeQ2WtuVoGHF~lQ1~8,2,,2,6,6,Yes,6,4,1,,2,0
783,5Xg2-By.bgmMOmchA6xwm-1lXUEg8xyb,2,,3,4,6,Yes,2,1,3,,1,0
231,4ZbZPa.9nx94KTo3M9rYU_6NbNrcQLSv,2,,2,4,6,Yes,3,6,1,,2,0
100,CjO8.eRk_UZdN9R2qSMiYd_xhNYjebwO,2,,2,4,6,Yes,3,1,3,,1,0
65,Zq4BAPWcPCAdGRmW2zlpwWSE77.olOKk,2,,3,1,6,Yes,1,1,1,,2,0
62,2yABnl8lpfj1-GyhzSvWffn2Pwbsb3b-,2,,2,6,6,Yes,5,3,1,,2,0
76,lgP1ekrjCpRDPktP8qBp-bHqioE~Sp6O,2,,2,4,6,yes,4,3,2,,2,0
47,1IYPt6LK1PJEIMwYX_T2Wz5WllhxuC7F,2,,2,6,6,Yes,5,2,2,,1,0
68,lMw-f2nUgRmKu3W3S3L~5~~EAAJ~ljB6,2,,2,5,6,Yes,6,7,3,,2,0
63,6I_8Z-BjWzz4kqaErz27OTiiol8wu~ZV,2,,2,6,6,Yes,5,7,1,,2,0
105,0AHvRxp0kwVqF10m9TmVp8~1CUIXez6k,2,,3,1,6,Yes,2,5,1,,2,0
56,1c0Hkn3sMqcaPoiv3.qiKg4mA6Btj1zA,2,,2,6,6,yes,5,7,1,,2,0
91,76w2HEBlp-p4iBrBZ5BU7~vl~3Yo6dE~,2,,2,4,6,Yes,3,6,7,,1,1
75,0W4GI_SlA85TH3VfLOab7w9846ZmBT1V,2,,2,6,6,Yes,6,7,1,,2,0
103,DB.KM0Ws3oQuP9BZi9awmK-kezYpIdtD,2,,2,7,6,Yes,6,6,2,,1,0
62,KGUr~POSs31WFolvSBqFfcyOFJtN4kmG,2,,2,7,6,Yes,7,7,1,,1,0
75,Qh6ojrQ3XY0l56r~ZZKbdQFXrA5JTSJ5,2,,2,5,6,Yes,5,7,4,,2,0
102,FNtJXw9BIgKgbqxlAF6O_NEK9GUU7rQH,2,,2,6,6,Yes,5,7,4,,1,0
129,VxmSFT5Zxjk0yDzOK_-ILFCy.qEw_dEN,2,,1,4,6,yes,5,2,7,carer,1,0
95,6DGVqGJEdd6oqTY5KA.U.ggFSyW5Yy20,2,,2,6,6,yes,7,6,7,,1,0
82,ME.WhQ4PhAw8pc7SkgKivEUIbV5sMSwT,2,,2,6,6,Yes,6,4,3,,2,1
65,y7QJd478OCmcWQfl58mCA.p4EYXiU783,2,,2,5,6,Yes,5,3,1,,1,0
76,QVO23pYW19g4a-mvbJ5cdBVvtRw16IOW,2,,2,6,6,Yes,5,1,1,,1,0
58,A4T6xYSLUhhf_J31cUx_z3fIU0ffGpjZ,2,,2,6,6,Yes,4,3,3,,1,0
88,oYVSlKOMODUfyVvjP57hWnGS.TMFxK~d,2,,2,4,6,Yes,3,2,1,,1,1
83,Yj9wgL4ye7bvSpjudYCcP3hbgsA3mdA3,2,,2,6,6,Yes,5,3,1,,2,0
94,s4f70ujskk9GR-WPr-7OxLNblu4y7BTP,2,,2,6,6,Yes,3,1,7,Unable to work due to chronic illness,1,0
77,DUYWF-.Bxq~LIY_JVto10vjx6zOgNuM8,2,,2,6,6,Yes,6,2,3,,2,0
80,aIFbO3S3Q9jwNLMH_cllTt7.4JknUY8G,2,,2,6,6,yes,7,6,1,,2,0
109,CDBzxPCJ~iLxJHhY8xBRlN-fv77X1L.O,2,,2,7,6,Yes,7,3,1,,2,0
127,7PQtSVOb_KlAvJKQESuqV6YTyc5e.f39,1,not sure what I had to do to qualify for either phone or money lottery,3,4,6,Yes,4,2,2,,2,0
79,3nzx4wQoAYGLFgoBU_ErEmUla~MQVcAm,2,,2,3,6,Yes,3,5,1,,2,0
83,7r8cn.eqJCNvss8hv~tRIWNWjZ8mZd83,2,,2,6,6,Yes,5,5,1,,1,0
82,h0eaxptZ7VD0HSWlpqbbVRbAdAd5pssg,2,,2,6,6,Yes,4,5,1,,2,0
91,j8z1qTb2-yPQvVyhxFkg4TESm~AHBOkj,2,,2,7,6,Yes,6,7,1,,1,0
98,oN5t95f2CzLKdWaEWphU6Ej~VnQVyICb,2,,2,2,6,YES,5,7,1,,2,0
81,OJdoq2DvEW9x6gSBwec0._dFO4NpOgSU,2,,3,5,6,Yes,3,5,1,,2,0
84,ZzFvCbuy-qfpMJfBQt1HT~6jzU29RaRI,2,,2,3,6,Yes,4,5,1,,2,0
75,wUw4SA7qDHamHslqvr0.LNRr-A8JzBG8,2,,2,6,6,Yes,5,1,4,,1,0
104,~suXJz~EwWbA0yL-u-K6Sl_A3rtkqmDk,2,,2,3,6,yes,2,2,4,,1,0
75,Oy4QXqP-n~AIG_OjOhgZIjnjWhFntQcr,2,,2,6,6,Yes,6,5,1,,1,0
68,uLni-9K43nnfZmjqaXA3IoqDHzmQTORU,2,,2,5,6,Yes,5,1,1,,1,0
107,'-BIAeKn3mr91S6FDZ9awXikt9Ahk3V_b,2,,2,6,6,Yes,6,3,1,,1,0
95,dpUp1k74DH4hmab5TRj_2A89oLiftXfB,2,,2,7,6,Yes,7,6,2,,2,0
122,iLGAgz9cu76f0pYorrpxIvXZMjoHCdcc,2,,2,6,6,yes,6,5,1,,2,0
127,5g3ZpzxXZjADkKB_rVOBL~HFaJMuDalH,1,If I chose a phone that only cost £79.99 how come the rest would not be rewarded in cash?,1,4,6,''Yes'',4,5,1,,1,0
90,XPzy-K5Mg-nf9VTCbYHW8t23iPUR0YAa,2,,2,4,6,Yes,3,7,1,,1,0
70,Nh_LIW_DdhdgEHLElT70~hIW8gR0nwhm,2,,2,1,6,Yes,7,7,1,,2,0
89,hYNH2ScL~vxw.Q2LJoeSFgLSanDJI1ZS,2,,2,7,6,Yes,6,5,5,,1,0
108,7-0Ki7tTQ7JPR.wgpENV5vmaKdRQpbC-,2,,2,4,6,Yes,4,2,7,freelance no work available due to covid,2,0
88,biAhq756RWFN_892csuKuu.3A6zqvJjL,2,,2,7,6,Yes,7,3,3,,1,0
83,NDQKopYCEb1X2j-NPt1q88Bm_kbCZobf,2,,2,6,6,Yes,6,1,1,,2,0
100,1ZErpHB_2NqgajkHPaik-2b3YAaCqF19,2,,2,6,6,Yes,5,5,7,Homemaker,2,0
108,aWZ7brClIj0abcwpAnQg4R-b9_lSHhGB,2,,2,7,6,Yes,4,4,7,furloughed,2,0
86,xz.ZaSv07251-RDbujL8j5o~De5gpQ9C,2,,2,6,6,Yes,5,4,4,,2,0
152,pQoc~VXiTA8zuUOflQxrvOn5aEni5oZR,2,,2,4,6,Yes,4,5,1,,2,1
112,fUaqMFdhbJlz1FTxezd3~ji2aBY6GgD7,2,,2,6,6,Yes,3,2,3,,1,0
128,Dd_RmM2etPHUnoEtTfoQdtarp3KRAvD8,2,,2,7,6,Yes,6,7,3,,1,0
79,MJJGT0RXkSbOvB~lImum3EIKXosT68Qq,2,,2,6,6,Yes,6,7,1,,2,0
144,evRiQXHj4OP1ISdtZxEwobAYjb.CxzRp,2,,2,5,6,yes,6,5,4,,1,0
107,z5VT1.vXrbdyML2pxEl9BcLypIkqKEg.,2,,2,3,6,YES,3,6,2,,1,0
104,KF8YexDwNUzw9x35P9ke8riF_DM4mvlv,2,,2,5,6,Yes,2,5,3,,2,0
93,KWYz9-tA2rjTydTsqu4yiP_HXcOstCJR,2,,2,5,6,Yes,4,3,7,Disability,1,0
78,5JNf.yj-y9O0Zfbdkoj5rL8BXo2Pwz_E,2,,2,5,6,Yes,5,6,1,,1,0
119,C17y1UkyFQK2cFatiwA456im4J76i_EM,2,,2,6,6,Yes,4,7,1,,2,0
133,3H9ju7MCSR8zgt2.5Z7X4DoM.N9a_vwT,2,,2,7,6,Yes,6,3,1,,2,1
107,PANRWJUAasdwltYEeug9CBqR~DLY8u5d,2,,2,6,6,Yes,5,2,1,,2,0
111,DS~DY35GL.GWV8UzkR1RG2VCBlN1gfN_,2,,2,6,6,Yes,5,6,1,,1,0
128,Q0.MXIcEYPG~~D3JP_dcaXN5hwvUUboO,2,,2,7,6,Yes,6,1,1,,2,0
109,i.V68Gwz6Es3MgeWLOo-pWA3cgxkmNkp,2,,2,6,6,Yes,4,1,1,,1,0
128,SU3kBKZzcoKg9I8DZWeV2Wa9ei_3hq7~,2,,2,6,6,Yes,6,3,1,,1,0
86,_N7~_Iag93sw0vO-1At7NW4C01aFgTpf,2,,2,6,6,Yes,6,6,1,,1,0
91,MydY2sHWTbtzAOYC0yt83RpwM3kx6tBl,2,,2,5,6,Yes,4,4,1,,2,0
96,oX1hIAgdLUkVm.WaADEpyz9kybhvZBJd,2,,2,6,6,Yes,6,2,1,,1,0
144,r-MsAbz-gMMBbzw.YTyQ_10DF4vGYwNZ,1,"Nothing, everything was clear",2,2,6,Yes,6,5,3,,2,0
75,tjNDZO0y468T0nSDsKgRNRjKCf~A2a_L,2,,2,5,6,Yes,5,6,1,,2,0
96,'-X8W1sE00Df-5E9_5vDbFIrvTGIIz_Aw,2,,2,5,6,Yes,4,5,1,,1,0
106,5rzkhgweuMINAybd8nsjIS4EGSE1~O8P,2,,2,7,6,Yes,7,6,1,,1,0
85,mBr6HB07_UZe8EVT-Fu1G.xE_OGyRSrw,2,,2,5,6,Yes,4,3,2,,2,0
106,aXIPDyTSapotG8IF3_QFHJHeTr~6BQWH,2,,2,6,6,Yes,6,4,3,,1,0
119,9vbuHfrkwYeG~TohuhdnftSZ2_iB5mmN,2,,2,7,6,Yes,6,1,7,,2,1
108,xMburSikLMh8qwCWFV7kCi9.yr7cHcxJ,2,,2,6,6,Yes,6,3,4,,2,0
127,lpjTsuzHqE~5HySZjFoU.DsTdyd~rDxk,2,,2,4,6,Yes,4,1,4,,1,0
95,orv3aHZyMuB-u7gERuohZPfTkLzKEuRm,2,,2,4,6,Yes,2,4,2,,2,1
106,6fKH.IkDw5W-1sXECvZbwO-Vm1y7x7kL,2,,2,4,6,yes,5,1,5,,2,0
85,7e.apFEv9LZE0vMh2NFkC3r9HS10-.Dz,2,,2,6,6,Yes,4,1,1,,2,0
92,eJyuy.6JhrpQJkedesDcIB9kWSX_FmM8,2,,2,4,6,Yes,5,1,1,,2,0
103,OGnck5EYilNku-wgAhN~5t1jb~W9JUBX,2,,2,6,6,Yes,6,1,2,,2,0
68,WcZNR0nJg1gVBZ3zQhEyv3U8hg0ezVkh,2,,2,5,6,Yes,4,3,1,,2,0
68,bu5DDrWywaHRlPg_UM_mqr4fgI-.ikaS,2,,2,6,6,Yes,6,3,1,,2,0
94,5jjlg5WZsnYkGW1qbH0HI.vxgmrPvWjn,2,,2,6,6,Yes,7,6,1,,2,0
70,thpS3XGhGD2VZtn-BquuKxLrnDXOBj2z,2,,2,3,6,Yes,2,5,1,,2,0
89,5F09TtbUsCw4cRS4BMxziN3z~K5Pe0v_,2,,2,7,6,Yes,7,7,1,,2,1
105,5uk3wHV8dftQMvzum-KM2vbUDsMZi_4K,2,,2,6,6,Yes,6,5,1,,1,0
142,0zld5UKy7VKrzF3B.S.6Cb.5Z-3rl4dW,2,,3,3,6,Yes,2,7,1,,1,1
142,58kAj4qmaIf2vkf3Hh8uq3Dp5t_JnG5p,2,,2,7,6,yes,6,6,7,currently looking,2,0
83,kb6i-BP56cXb9xEKS1AhvGlYk_F09QZN,2,,2,5,6,Yes,5,7,1,,2,0
107,'-mZjCoqsfulJU8SGdcs3zooEo.j8RCNg,2,,2,3,6,Yes,2,2,1,,2,0
81,vv5SokhdKc17n~zB1hBFHsvfY9kona0N,2,,2,6,6,Yes,4,2,1,,2,0
131,.lu3.-QpPSTW.1GJaVrIN_-8.ryAubcy,2,,2,6,6,Yes,6,3,1,,2,0
67,CkfSyX7NSyhwkp5-x8Z2Y6hM0.fdDERw,2,,2,1,6,Yes,1,1,3,,1,0
96,kolX5oryuvZlPKgGqW4rIU9_lLdOngQX,2,,2,2,6,Yes,2,1,1,,2,0
119,m.9DmoFg_VM-29b-5oW1SFRorWXlh5TT,2,,2,7,6,Yes,7,4,1,,2,0
87,gGKQjAaRwynPJy7vHAVnPIxvJNi6E1sJ,2,,2,7,6,Yes,7,7,2,,2,0
105,Bg1ioEYVeosY9nL-wL6NEjM-uoZfI5xo,2,,2,5,6,Yes,3,2,1,,1,0
159,jmSEbWI7kPErUDcfm1AM2b6i1BuyoNbk,2,,2,6,6,Yes,2,2,4,,2,1
93,_0BQEEYg9s8Z4OoCXB1eZTFzyRNWH2pL,2,,2,3,6,Yes,3,5,1,,1,0
78,JUgUcA4HJ~dCwR51rLaUVbWoLZ2LcZCh,2,,2,3,6,Yes,3,2,3,,1,0
113,4XSQoASxdyntdQrno7xgPMXvjkV2S2w-,2,,2,4,6,Yes,2,5,4,,2,1
92,Jx_YKuS67o0jJ.lztaG4RjlO9e0Q9DoS,2,,2,6,6,Yes,6,3,1,,2,0
97,Lr~ylr5gxjLizOE-GGTFDKX89EI3QWjd,2,,2,6,6,yes,4,2,1,,1,0
134,IJQgfJBvaNEMbGJExGVAERS5yEyqyLVw,2,,2,4,6,Yes,5,3,4,,2,0
81,xGSb5fprPphJjrkNDdf85-3lYTKP0IPm,2,,2,6,6,Yes,5,3,3,,1,0
105,bf8~ySrysA~xnmTRbJOQ60pr8~_c4baa,2,,2,6,6,Yes,5,1,1,,2,0
108,Dmk6yLimb_Nz_xm95C9~sSdF4kMgQ470,2,,2,7,6,yes,6,2,3,,2,0
96,Axg9u2reHULCjFlCBTAZBcbHeFwdhOvE,2,,3,6,6,yes,6,7,2,,1,0
112,e-zKH_9oVZuyQjPV14AfXHXxoSB0B_UV,2,,2,5,6,Yes,3,5,1,,2,1
107,GaXGliS~q9Brfd5iKg81HYC4FmdgN-YB,2,,2,6,6,Yes,5,2,1,,2,1
103,cX0Bwn3TgKvWFdHECsGFXYUTyXVhpDfY,2,,2,7,6,Yes,7,7,4,,2,0
117,G9cCQ~TaZNZbTAY3hS20RgnA0_RibnMn,2,,2,7,6,Yes,4,3,1,,2,0
89,OzUIUcWvgAUB~GxiHei1D1M1-Y.mSJqN,2,,2,3,6,,1,3,2,,2,1
185,.6D20e336KgND-BtXXK~vb6gW~Es.7Eg,2,,1,5,6,Yes,5,2,1,,2,1
75,nmTvETMymuDbxzsqp~B7myg-JJpCjl-j,2,,2,6,6,Yes,6,2,1,,2,0
78,Qkar1jXUpqUbvYM5MRP0Ty2gJ3gjjc6q,2,,2,6,6,Yes,5,1,1,,2,0
79,~srpK~VnZBo8CWywqNZMuHj5JL6jUWef,2,,2,2,6,yes,1,5,1,,2,0
105,cFwn7QJ9O62GHK2s1K383evHdu-kr~FL,2,,2,6,6,Yes,6,3,1,,2,0
129,2e45yvGkajFgk9LVAXmLGzeKzcwFbycJ,2,,1,6,6,Yes,5,2,1,,2,1
148,9Ccwey80yKHG0JyNumyLyy56KZqSki1E,2,,2,6,6,YES,5,6,5,,1,0
128,1DT41K8WotuTgq-~CaBP5AlHpL6LAjPe,2,,2,6,6,yes,5,5,1,,2,0
92,9B_ksGdUOfOuZr0rHrh-r~YkZURU5J7j,2,,2,6,6,Yes,5,7,1,,1,0
131,s8.ij4UWj.FAiJPpTOE4vzwlURS_UTaa,2,,2,6,6,yes,6,6,3,,2,0
99,ZI-KGCg1n2eZJIrYT9z2YZfYWusDnYrT,2,,2,5,6,Yes,5,6,1,,2,0
129,2SeRr3jcBb1xXZtA8gP-MejkvBpJ~~i0,2,,2,5,6,Yes,4,2,4,,1,0
149,emgE0v4hGaZK6Oo9y~aBK_YgVgch1uIb,1,Wasn't clear if Bonus could be paid if one didn't shop online and completed the survey.,2,5,6,Yes,3,5,5,,2,1
96,M.B5fg_ABNDTczxgWJnlxf7.Uh~yJl3T,2,,2,5,6,Yes,1,1,1,,1,0
91,S3D4XHVjd_yfBvymugLQpbcr3rT0Hp~4,2,,2,6,6,yes,5,3,2,,1,0
74,mTTnpo16OSYQ8AMdZ4dpPn9o84S5.7HI,2,,2,5,6,Yes,5,1,4,,1,0
124,9aZOzSvljZc2a7jv878RY_~Nho5EIx58,2,,1,5,6,yes,5,7,3,,1,0
296,0LD9EHdTHVREKNQF.CCS48NTkbWTRwhO,1,"My understanding was that I could only get the bonus in cash /money only if I didn't find a phone I liked to put in the trolley . Or if I picked a phone then I would be compensated in the form of that phone , rather than in cash ( which I would  prefer )",2,3,6,Yes,2,5,1,,2,0
123,ts4YV_v8E84LdF4Ypo_SaZdVkBtfaszc,2,,2,6,6,Yes,6,1,1,,2,1
96,svkic84gma6pY.sZSCaliW~8_IQX79Ny,2,,2,6,6,Yes,5,4,1,,2,0
111,Rn1A-JIg.P~z_H9OCXXcdRGm3k6KG03U,2,,2,6,6,Yes,6,6,1,,1,0
85,dCwt~4.i._ds9tdEC0G7bM_feIjhJ~h5,2,,2,5,6,Yes,5,5,5,,1,0
143,FdcJNtLO.YnOK9XbsNahpe94IrBR3x9v,2,,2,4,6,Yes,5,2,1,,2,0
69,hakzXLsanwAM1s6zejjAUwX3wp3qdq59,2,,2,6,6,Yes,6,7,1,,1,0
81,Veg1TDB02mtgVyaLy873EnqgbN1UFAve,2,,2,7,6,Yes,6,6,2,,2,0
113,ZuoTi_rhYr9PfTwcsn76tAv-aXcs5WU-,2,,2,7,6,Yes,7,6,4,,1,0
95,zvustFJF.NvEt80Kj751kRigW74-ezs1,2,,2,5,6,Yes,4,5,1,,1,0
114,8t3VJuyYq6HEhd0CitvkdPwWrEM_djFa,2,,2,5,6,Yes,4,3,1,,1,0
108,sio1Cn0ZSo5CEZYTRCFERbeg-ANckYUL,2,,2,6,6,Yes,5,6,1,,2,0
106,.jIr217LjlSw0zmLE_ufSL0GJ__LZ29Q,2,,2,5,6,Yes,2,5,7,disabled,2,0
126,yGGmdm5RnpTAdpAamZS1omtSCoQx76cs,2,,2,6,6,Yes,4,4,2,,1,0
89,ObZV6VjT_8kMxzOiNLk9Bpcpt.HrUugi,2,,2,6,6,Yes,5,4,1,,1,0
123,xTnHF4Q51yQs-Il7srWw2qioUuGAAwpU,2,,2,6,6,yes,6,3,4,,1,0
121,U.EEaZ-9g_jq9LIrReXTXNGKl8ICF8ud,1,nothing,2,6,6,yes,6,7,1,,2,0
75,syLoNJB9Zn5Vn_1wA6bI4skeyByNqQoW,2,,2,5,6,Yes,4,2,3,,2,0
137,RFaD3BjzFoRG1Qh-KVSjYDc8QMvGrEgl,2,,2,6,6,Yes,2,2,1,,2,0
101,dmm-mCNXn~3-nP4XvTvIto9aDu2nPDS~,2,,2,3,6,Yes,3,5,1,,1,0
101,T7.YC75KD98EXs9Obq.0e_WM8AvCq_XI,2,,2,6,6,Yes,6,7,1,,1,0
154,lE95rIn8lO~.Xr5bcf5zGESa7uuB.zpB,2,,2,6,6,Yes,3,2,1,,1,0
98,qcF55uqnrmIKloR8JqdynL2.gkmAdRCs,2,,2,3,6,Yes,4,5,1,,2,0
129,0EM7mBwAJs83CAc_hl80Qj~XPa~7SnpK,2,,2,6,6,Yes,4,2,3,,1,1
109,7xdpQs2A7~07IhRzsikqhTrVsOAOADuC,2,,2,5,6,Yes,5,2,1,,2,0
168,FOkH2D9-WeG2WY8CNCLQGwrR1oDDs4HZ,2,,2,1,6,Yes,7,2,1,,2,0
134,vogG~CuJ1kfwneEaNSngC3vbPh6cfO.T,2,,2,6,6,Yes,4,5,1,,1,1
111,VauHIXaDo~kBkRRW67uS_CP-vLpE-3X9,2,,2,6,6,Yes,6,2,3,,2,0
107,CIF0sr6_k-1If8U779Uaj3wCOmcScgTJ,2,,2,6,6,Yes,6,6,1,,2,1
157,hSLp3uG4Zj3sLdi8b74A2WGVNhXwVgY5,2,,2,4,6,Yes,5,7,1,,1,0
138,RdNgY29R6PLzm1c7oWPAT1PBjPpkymW8,2,,1,4,6,yes,4,5,8,,2,0
135,tS-lEBSO8pIAjX0DhVX6SeY6zKlmDV.7,2,,2,6,6,Yes,6,5,4,,2,0
119,_yAYRsGHI~.7M1~yT_sqE74F~6nQwSBD,2,,2,5,6,Yes,6,2,2,,2,1
122,Bh-UR.EtFt-EQ-1O5FWMAAgdok1gli6R,2,,2,6,6,Yes,6,6,1,,2,0
164,637WCQa49N_6TRfnHGyqCIYau9w74TOM,2,,2,7,6,Yes,6,2,1,,1,0
121,2tsetMpY6On.tZrJ3pXMuJjj0fn125vP,2,,2,6,6,Yes,5,6,1,,1,0
88,3qwrudUeVHUd9AFK1S7jYN9_D595Gy7r,2,,1,3,6,Yes,3,5,2,,2,0
108,UqZaS6anYYff4IIdBFq.g1-Wx3wRF~Z3,2,,2,5,6,Yes,3,2,3,,1,0
161,ntzae3xtRXdO71TuHtjmkuO1F1~oHiOk,2,,2,7,6,Yes,6,6,7,Home maker,2,0
112,r0O~lyNT4mEV-a6WRbJi_NMRXqmP9FqT,2,,2,2,6,Yes,1,6,2,,1,0
155,jHJ45K..7~hsIP4vTc66OkUAbWUmF_73,2,,2,6,6,Yes,6,7,2,,1,0
164,Q9Z3QUKFMK.Ww6PirhGSPEr_YdqW7nKx,2,,2,6,6,yes,4,5,1,,2,0
141,rmxR_bgIDTpY6YSA9UMHfLbu4Wif1NW-,2,,2,7,6,yes,7,7,7,,2,0
108,T9~TZwUzEJGDvT_0M0VgnfxfYcG.gLWO,2,,2,5,6,yes,5,3,7,student,2,0
199,ZGwAkg9_3BDrX5jljuzS~iz~PEoueQ7F,2,,2,7,6,Yes,6,7,4,,2,0
100,KQXtYT47kQ7RaBZvFYM7nPcIiCa7MM~t,2,,2,6,6,Yes,5,3,4,,1,0
244,KOWxbM7mGDTKE6NLMT2Sfyfcco9Htnvw,2,,3,6,6,Yes,5,7,2,,1,1
133,gX7VIp-htq4jFROre2pI0uoe1w2_e8aR,2,,2,6,6,Yes,5,4,2,,2,0
189,46N5vPJjx35lGUneln2t.dnc_fBVEvE5,2,,2,6,6,yes,5,7,1,,2,0
145,NuUqSXPm4a2OK2mKezqukNUjUZ-xG~E9,2,,2,5,6,Yes,3,1,1,,2,0
135,BlOZ01_yskM3JshE9nAmyGGiVr0aDvDU,2,,2,6,6,Yes,6,1,3,,1,0
190,6lJjcqz~612ugeVnQGfzvnML1UTCe82M,2,,2,3,6,Yes,1,1,2,,1,0
124,rU48pu~_zN51Qd50LwcT3yilc1nE8m.s,2,,2,3,6,Yes,1,2,1,,1,0
403,~L5HbqZk3HEDMaA10mvd3oEfHvPiDjMs,2,,2,3,6,Yes,2,5,3,,2,0
183,WcsJBTiWKNK5JDShF3ufGjwJhUG.MoSY,1,"I just felt that the task seemed to ""easy"" for very little time and effort. Rather than easy, it´s as if this is too good to be true. I do know the likelihood of winning is so slim but nevertheless, I´ve never been offered a mobile phone as part of my reward on Prolific.",2,5,6,yes,4,7,1,,2,0
116,L7jU1vEjqcTtQ5a~IEPZNmFzY14jV8ZT,2,,2,6,6,Yes,5,2,1,,2,1
115,HnX5Lgx329pcF0CVaiuRAE39Xij2q5Vk,2,,2,6,6,Yes,4,5,2,,1,0
98,_o~MU1ev3nQzA3FP_CygLiR1sU9.C21H,2,,2,7,6,Yes,7,7,2,,1,0
118,EDNT8OaqEySZnU8LaIbhjd0__pLvewoO,1,I do not think anything was unclear.,2,6,6,Yes,4,4,5,,2,0
198,fTJo41~vnPrTBsRSb8MmlihmsI71.3qk,2,,1,6,6,Yes,6,2,7,Pregnancy ,2,1
145,DXJOo_mktKuG7.11R-okkiVvizNKSfVz,2,,2,6,6,Yes,4,5,2,,1,0
104,s_1piOfxN9Ye3PIm12fP~OXTy2I-7Kwy,2,,1,6,6,yes,6,3,1,,2,0
181,.NOu1TyS~eIZ.hotu1Iq31neM.gx27m1,2,,2,6,6,Yes,4,7,4,,1,0
107,aW1_vk-3Ep_p9_1GO_LvoRyvZYPn53DF,2,,2,6,6,Yes,6,2,1,,2,0
166,QuSriUaPv5EDwtO6OkOnARIl19Tk5QJw,2,,3,2,6,Yes,2,2,5,,1,0
2094,8npS_QYWmQdRKeObjQK6MkLYI_.kl4hL,2,,2,4,6,Yes,4,5,1,,1,0
180,aMDrOcRxEtG-I7e0WbZ3gNEf0sV7Gpn_,2,,2,6,6,Yes,4,7,2,,2,0
93,zsdoVWH.0kpRH0YNbfsetHGkCb~L9u7e,2,,2,4,6, Yes,2,5,1,,1,0
202,l.sxpISxz86jzVZPVQc.dC7zDSpA0K-i,2,,2,5,6,yes,5,1,1,,2,0
