user_id,timestamp_unix,morph_id,morph_switch_counter,source_url,destination_url,morph_assignment,context,outcome_var,timestamp_Clickstream,time_lead,time_diff,price,bounce,total_clicks,condition,condition_reassigned,outcome_addTo,Cumul_outcome_addTo,Tlength,IND,lastT,trolley_dummy,est_state_2ST,prob_state1_2ST,prob_state2_2ST
000quYO4SE0ZMTRlMBCZ5xgnKnGOwf7,1619687557,2,12,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/products/filter,NA,[],0,2021-04-29T09:12:36Z,2021-04-29T09:12:39Z,3.0400002,0,1,19,2,2,0,1,11,1,0,0,2,0.48,0.52
000quYO4SE0ZMTRlMBCZ5xgnKnGOwf7,1619687560,2,13,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/comparison,NA,{comparison:[];linkLocation:top-navigation},0,2021-04-29T09:12:39Z,2021-04-29T09:12:43Z,3.247999907,0,1,19,2,2,0,1,12,1,0,0,2,0.46,0.54
000quYO4SE0ZMTRlMBCZ5xgnKnGOwf7,1619687563,2,14,https://xlarge.rsm.nl/phone-shop/#/comparison,https://xlarge.rsm.nl/phone-shop/#/products,NA,{linkLocation:top-navigation},0,2021-04-29T09:12:43Z,2021-04-29T09:12:43Z,0.013000011,0,1,19,2,2,0,1,13,1,0,0,2,0.45,0.55
000quYO4SE0ZMTRlMBCZ5xgnKnGOwf7,1619687563,2,15,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/products/filter,NA,[],0,2021-04-29T09:12:43Z,2021-04-29T09:12:45Z,1.907999992,0,1,19,2,2,0,1,14,1,0,0,2,0.44,0.56
000quYO4SE0ZMTRlMBCZ5xgnKnGOwf7,1619687565,2,16,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/add-to-comparison,NA,{comparison:[{id:11;fullName:iPhone SE 64GB Mobile Phone - Black;price:399}];linkLocation:product-overview},0,2021-04-29T09:12:45Z,2021-04-29T09:12:45Z,0.746000051,0,1,19,2,2,1,1,15,1,0,0,2,0.43,0.57
000quYO4SE0ZMTRlMBCZ5xgnKnGOwf7,1619687566,2,17,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/add-to-comparison,NA,{comparison:[{id:11;fullName:iPhone SE 64GB Mobile Phone - Black;price:399};{id:10;fullName:Sony Xperia 10 II Mobile Phone - Black;price:319.95}];linkLocation:product-overview},0,2021-04-29T09:12:45Z,2021-04-29T09:12:48Z,2.473999977,0,1,19,2,2,1,1,16,1,0,0,2,0.42,0.58
000quYO4SE0ZMTRlMBCZ5xgnKnGOwf7,1619687568,2,18,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/comparison,NA,{comparison:[{id:11;fullName:iPhone SE 64GB Mobile Phone - Black;price:399};{id:10;fullName:Sony Xperia 10 II Mobile Phone - Black;price:319.95}];linkLocation:top-navigation},0,2021-04-29T09:12:48Z,2021-04-29T09:14:58Z,130.3559999,0,1,19,2,2,0,1,17,1,0,0,2,0.41,0.59
000quYO4SE0ZMTRlMBCZ5xgnKnGOwf7,1619687699,2,19,https://xlarge.rsm.nl/phone-shop/#/,https://xlarge.rsm.nl/phone-shop/#/comparison,NA,null,0,2021-04-29T09:14:58Z,2021-04-29T09:15:00Z,1.719000101,0,1,19,2,2,0,1,18,1,0,0,2,0.4,0.6
000quYO4SE0ZMTRlMBCZ5xgnKnGOwf7,1619687700,2,20,https://xlarge.rsm.nl/phone-shop/#/comparison,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=000quYO4SE0ZMTRlMBCZ5xgnKnGOwf~7,NA,{linkLocation:footer},0,2021-04-29T09:15:00Z,2021-04-29T09:15:00Z,0,0,1,19,2,2,0,1,19,1,1,0,2,0.01,0.99
07aFSYFKjM4ZfPmsUANY5kTwHWuWCj0,1619687314,1,1,https://xlarge.rsm.nl/phone-shop/#/,https://xlarge.rsm.nl/phone-shop/#/products,NA,{linkLocation:home-top-cta},0,2021-04-29T09:08:33Z,2021-04-29T09:08:33Z,0.006000042,0,0,15,2,2,0,0,1,2,0,0,1,1,0
07aFSYFKjM4ZfPmsUANY5kTwHWuWCj0,1619687314,1,2,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/products/filter,NA,[],0,2021-04-29T09:08:33Z,2021-04-29T09:09:45Z,71.96499991,0,0,15,2,2,0,0,2,2,0,0,1,0.82,0.18
07aFSYFKjM4ZfPmsUANY5kTwHWuWCj0,1619687386,1,3,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/add-to-comparison,NA,{comparison:[{id:12;fullName:Motorola G9 Power 128GB Mobile Phone - Blue;price:159.99}];linkLocation:product-overview},0,2021-04-29T09:09:45Z,2021-04-29T09:09:58Z,13.17299986,0,0,15,2,2,1,1,3,2,0,0,1,0.75,0.25
07aFSYFKjM4ZfPmsUANY5kTwHWuWCj0,1619687399,1,4,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/add-to-comparison,NA,{comparison:[{id:12;fullName:Motorola G9 Power 128GB Mobile Phone - Blue;price:159.99};{id:4;fullName:Huawei P30 Lite 128GB Mobile Phone - Black;price:199.95}];linkLocation:product-overview},0,2021-04-29T09:09:58Z,2021-04-29T09:10:05Z,7.0400002,0,0,15,2,2,1,1,4,2,0,0,1,0.71,0.29
07aFSYFKjM4ZfPmsUANY5kTwHWuWCj0,1619687406,1,5,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/add-to-comparison,NA,{comparison:[{id:12;fullName:Motorola G9 Power 128GB Mobile Phone - Blue;price:159.99};{id:4;fullName:Huawei P30 Lite 128GB Mobile Phone - Black;price:199.95};{id:15;fullName:OPPO Reno4 Z 128GB 5G Mobile Phone - White;price:249.95}];linkLocation:product-overview},0,2021-04-29T09:10:05Z,2021-04-29T09:10:09Z,3.697000027,0,0,15,2,2,1,1,5,2,0,0,1,0.67,0.33
07aFSYFKjM4ZfPmsUANY5kTwHWuWCj0,1619687410,1,6,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/add-to-comparison,NA,{comparison:[{id:12;fullName:Motorola G9 Power 128GB Mobile Phone - Blue;price:159.99};{id:4;fullName:Huawei P30 Lite 128GB Mobile Phone - Black;price:199.95};{id:15;fullName:OPPO Reno4 Z 128GB 5G Mobile Phone - White;price:249.95};{id:1;fullName:Samsung Galaxy A42 5G 128GB Mobile Phone - White;price:319}];linkLocation:product-overview},0,2021-04-29T09:10:09Z,2021-04-29T09:10:19Z,10.20699978,0,0,15,2,2,1,1,6,2,0,0,1,0.63,0.37
07aFSYFKjM4ZfPmsUANY5kTwHWuWCj0,1619687420,2,7,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/add-to-comparison,Random morph assigned to this token (Morph re-calculated),{comparison:[{id:12;fullName:Motorola G9 Power 128GB Mobile Phone - Blue;price:159.99};{id:4;fullName:Huawei P30 Lite 128GB Mobile Phone - Black;price:199.95};{id:15;fullName:OPPO Reno4 Z 128GB 5G Mobile Phone - White;price:249.95};{id:1;fullName:Samsung Galaxy A42 5G 128GB Mobile Phone - White;price:319};{id:13;fullName:Huawei P40 Lite 5G 128GB Mobile Phone - Black;price:379.95}];linkLocation:product-overview},0,2021-04-29T09:10:19Z,2021-04-29T09:10:28Z,8.296000004,0,0,15,2,2,1,1,7,2,0,0,1,0.6,0.4
07aFSYFKjM4ZfPmsUANY5kTwHWuWCj0,1619687428,2,8,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/add-to-comparison,NA,{comparison:[{id:12;fullName:Motorola G9 Power 128GB Mobile Phone - Blue;price:159.99};{id:4;fullName:Huawei P30 Lite 128GB Mobile Phone - Black;price:199.95};{id:15;fullName:OPPO Reno4 Z 128GB 5G Mobile Phone - White;price:249.95};{id:1;fullName:Samsung Galaxy A42 5G 128GB Mobile Phone - White;price:319};{id:13;fullName:Huawei P40 Lite 5G 128GB Mobile Phone - Black;price:379.95};{id:10;fullName:Sony Xperia 10 II Mobile Phone - Black;price:319.95}];linkLocation:product-overview},0,2021-04-29T09:10:28Z,2021-04-29T09:10:36Z,8.632000208,0,0,15,2,2,1,1,8,2,0,0,1,0.58,0.42
07aFSYFKjM4ZfPmsUANY5kTwHWuWCj0,1619687437,2,9,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/add-to-comparison,NA,{comparison:[{id:12;fullName:Motorola G9 Power 128GB Mobile Phone - Blue;price:159.99};{id:4;fullName:Huawei P30 Lite 128GB Mobile Phone - Black;price:199.95};{id:15;fullName:OPPO Reno4 Z 128GB 5G Mobile Phone - White;price:249.95};{id:1;fullName:Samsung Galaxy A42 5G 128GB Mobile Phone - White;price:319};{id:13;fullName:Huawei P40 Lite 5G 128GB Mobile Phone - Black;price:379.95};{id:10;fullName:Sony Xperia 10 II Mobile Phone - Black;price:319.95};{id:11;fullName:iPhone SE 64GB Mobile Phone - Black;price:399}];linkLocation:product-overview},0,2021-04-29T09:10:36Z,2021-04-29T09:10:41Z,4.455999851,0,0,15,2,2,1,1,9,2,0,0,1,0.55,0.45
07aFSYFKjM4ZfPmsUANY5kTwHWuWCj0,1619687441,2,10,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/comparison,NA,{comparison:[{id:12;fullName:Motorola G9 Power 128GB Mobile Phone - Blue;price:159.99};{id:4;fullName:Huawei P30 Lite 128GB Mobile Phone - Black;price:199.95};{id:15;fullName:OPPO Reno4 Z 128GB 5G Mobile Phone - White;price:249.95};{id:1;fullName:Samsung Galaxy A42 5G 128GB Mobile Phone - White;price:319};{id:13;fullName:Huawei P40 Lite 5G 128GB Mobile Phone - Black;price:379.95};{id:10;fullName:Sony Xperia 10 II Mobile Phone - Black;price:319.95};{id:11;fullName:iPhone SE 64GB Mobile Phone - Black;price:399}];linkLocation:top-navigation},0,2021-04-29T09:10:41Z,2021-04-29T09:12:03Z,82.65600014,0,0,15,2,2,0,1,10,2,0,0,1,0.53,0.47
07aFSYFKjM4ZfPmsUANY5kTwHWuWCj0,1619687524,2,11,https://xlarge.rsm.nl/phone-shop/#/comparison,https://xlarge.rsm.nl/phone-shop/#/products/4,NA,{linkLocation:comparison},0,2021-04-29T09:12:03Z,2021-04-29T09:12:14Z,10.67399979,0,0,15,2,2,0,1,11,2,0,0,1,0.52,0.48
07aFSYFKjM4ZfPmsUANY5kTwHWuWCj0,1619687534,2,12,https://xlarge.rsm.nl/phone-shop/#/products/4,https://xlarge.rsm.nl/phone-shop/#/add-to-trolley,NA,{trolley:{id:4;fullName:Huawei P30 Lite 128GB Mobile Phone - Black;price:199.95};linkLocation:product-detail},0,2021-04-29T09:12:14Z,2021-04-29T09:12:42Z,27.7190001,0,0,15,2,2,0,1,12,2,0,0,1,0.5,0.5
07aFSYFKjM4ZfPmsUANY5kTwHWuWCj0,1619687562,2,13,https://xlarge.rsm.nl/phone-shop/#/products/4,https://xlarge.rsm.nl/phone-shop/#/trolley,NA,{trolley:{id:4;fullName:Huawei P30 Lite 128GB Mobile Phone - Black;price:199.95};linkLocation:top-navigation},0,2021-04-29T09:12:42Z,2021-04-29T09:13:45Z,63.59299994,0,0,15,2,2,0,1,13,2,0,1,2,0.49,0.51
07aFSYFKjM4ZfPmsUANY5kTwHWuWCj0,1619687626,2,14,https://xlarge.rsm.nl/phone-shop/#/trolley,https://xlarge.rsm.nl/phone-shop/#/remove-from-trolley,NA,{trolley:{};linkLocation:trolley},0,2021-04-29T09:13:45Z,2021-04-29T09:13:48Z,2.756999969,0,0,15,2,2,0,1,14,2,1,0,2,0.01,0.99
0C4dinOZQ6fNQGUZp5w4d6tfbDGVI9g,1619601947,1,1,https://xlarge.rsm.nl/phone-shop/#/,https://xlarge.rsm.nl/phone-shop/#/suggestions/camera,NA,{linkLocation:home-suggestions-link},0,2021-04-28T09:25:47Z,2021-04-28T09:25:47Z,0.006999969,319,0,26,2,2,0,0,1,3,0,0,1,1,0
0C4dinOZQ6fNQGUZp5w4d6tfbDGVI9g,1619601947,1,2,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/products/filter,NA,[],0,2021-04-28T09:25:47Z,2021-04-28T09:26:24Z,36.82999992,319,0,26,2,2,0,0,2,3,0,0,1,0.82,0.18
0C4dinOZQ6fNQGUZp5w4d6tfbDGVI9g,1619601984,1,3,https://xlarge.rsm.nl/phone-shop/#/suggestions/camera,https://xlarge.rsm.nl/phone-shop/#/products/1,NA,{linkLocation:products-overview-grid},0,2021-04-28T09:26:24Z,2021-04-28T09:27:48Z,84.43200016,319,0,26,2,2,0,0,3,3,0,0,1,0.68,0.32
0C4dinOZQ6fNQGUZp5w4d6tfbDGVI9g,1619602068,1,4,https://xlarge.rsm.nl/phone-shop/#/products/1,https://xlarge.rsm.nl/phone-shop/#/add-to-comparison,NA,{comparison:[{id:1;fullName:Samsung Galaxy A42 5G 128GB Mobile Phone - White;price:319}];linkLocation:product-detail},0,2021-04-28T09:27:48Z,2021-04-28T09:27:51Z,2.872999907,319,0,26,2,2,1,1,4,3,0,0,1,0.65,0.35
0C4dinOZQ6fNQGUZp5w4d6tfbDGVI9g,1619602071,1,5,https://xlarge.rsm.nl/phone-shop/#/products/1,https://xlarge.rsm.nl/phone-shop/#/add-to-trolley,NA,{trolley:{id:1;fullName:Samsung Galaxy A42 5G 128GB Mobile Phone - White;price:319};linkLocation:product-detail},0,2021-04-28T09:27:51Z,2021-04-28T09:27:54Z,3.062000036,319,0,26,2,2,0,1,5,3,0,0,1,0.61,0.39
0C4dinOZQ6fNQGUZp5w4d6tfbDGVI9g,1619602074,1,6,https://xlarge.rsm.nl/phone-shop/#/products/1,https://xlarge.rsm.nl/phone-shop/#/suggestions/camera,NA,null,0,2021-04-28T09:27:54Z,2021-04-28T09:27:54Z,0.010999918,319,0,26,2,2,0,1,6,3,0,0,1,0.58,0.42
0C4dinOZQ6fNQGUZp5w4d6tfbDGVI9g,1619602074,2,7,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/products/filter,Random morph assigned to this token (Morph re-calculated),[],0,2021-04-28T09:27:54Z,2021-04-28T09:28:12Z,17.78999996,319,0,26,2,2,0,1,7,3,0,0,1,0.56,0.44
0C4dinOZQ6fNQGUZp5w4d6tfbDGVI9g,1619602092,2,8,https://xlarge.rsm.nl/phone-shop/#/suggestions/camera,https://xlarge.rsm.nl/phone-shop/#/,NA,null,0,2021-04-28T09:28:12Z,2021-04-28T09:28:19Z,7.457000017,319,0,26,2,2,0,1,8,3,0,0,1,0.53,0.47
0C4dinOZQ6fNQGUZp5w4d6tfbDGVI9g,1619602100,2,9,https://xlarge.rsm.nl/phone-shop/#/,https://xlarge.rsm.nl/phone-shop/#/suggestions/media,NA,{linkLocation:home-suggestions-link},0,2021-04-28T09:28:19Z,2021-04-28T09:28:19Z,0.006999969,319,0,26,2,2,0,1,9,3,0,0,1,0.51,0.49
0C4dinOZQ6fNQGUZp5w4d6tfbDGVI9g,1619602100,2,10,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/products/filter,NA,[],0,2021-04-28T09:28:19Z,2021-04-28T09:28:24Z,5.187000036,319,0,26,2,2,0,1,10,3,0,0,2,0.5,0.5
0C4dinOZQ6fNQGUZp5w4d6tfbDGVI9g,1619602105,2,11,https://xlarge.rsm.nl/phone-shop/#/suggestions/media,https://xlarge.rsm.nl/phone-shop/#/,NA,null,0,2021-04-28T09:28:24Z,2021-04-28T09:28:25Z,1.09800005,319,0,26,2,2,0,1,11,3,0,0,2,0.48,0.52
0C4dinOZQ6fNQGUZp5w4d6tfbDGVI9g,1619602106,2,12,https://xlarge.rsm.nl/phone-shop/#/,https://xlarge.rsm.nl/phone-shop/#/suggestions/camera,NA,{linkLocation:home-suggestions-link},0,2021-04-28T09:28:25Z,2021-04-28T09:28:25Z,0.016000032,319,0,26,2,2,0,1,12,3,0,0,2,0.47,0.53
0C4dinOZQ6fNQGUZp5w4d6tfbDGVI9g,1619602106,2,13,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/products/filter,NA,[],0,2021-04-28T09:28:25Z,2021-04-28T09:28:29Z,4.013999939,319,0,26,2,2,0,1,13,3,0,0,2,0.45,0.55
0C4dinOZQ6fNQGUZp5w4d6tfbDGVI9g,1619602110,2,14,https://xlarge.rsm.nl/phone-shop/#/suggestions/camera,https://xlarge.rsm.nl/phone-shop/#/,NA,null,0,2021-04-28T09:28:29Z,2021-04-28T09:28:31Z,1.291000128,319,0,26,2,2,0,1,14,3,0,0,2,0.44,0.56
0C4dinOZQ6fNQGUZp5w4d6tfbDGVI9g,1619602111,2,15,https://xlarge.rsm.nl/phone-shop/#/,https://xlarge.rsm.nl/phone-shop/#/suggestions/social-media,NA,{linkLocation:home-suggestions-link},0,2021-04-28T09:28:31Z,2021-04-28T09:28:31Z,0.004999876,319,0,26,2,2,0,1,15,3,0,0,2,0.43,0.57
0C4dinOZQ6fNQGUZp5w4d6tfbDGVI9g,1619602111,2,16,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/products/filter,NA,[],0,2021-04-28T09:28:31Z,2021-04-28T09:28:34Z,3.683000088,319,0,26,2,2,0,1,16,3,0,0,2,0.42,0.58
0C4dinOZQ6fNQGUZp5w4d6tfbDGVI9g,1619602115,2,17,https://xlarge.rsm.nl/phone-shop/#/suggestions/social-media,https://xlarge.rsm.nl/phone-shop/#/,NA,null,0,2021-04-28T09:28:34Z,2021-04-28T09:28:38Z,3.563999891,319,0,26,2,2,0,1,17,3,0,0,2,0.41,0.59
0C4dinOZQ6fNQGUZp5w4d6tfbDGVI9g,1619602119,2,18,https://xlarge.rsm.nl/phone-shop/#/,https://xlarge.rsm.nl/phone-shop/#/reviews,NA,{linkLocation:top-navigation},0,2021-04-28T09:28:38Z,2021-04-28T09:30:17Z,98.72000003,319,0,26,2,2,0,1,18,3,0,0,2,0.41,0.59
0C4dinOZQ6fNQGUZp5w4d6tfbDGVI9g,1619602217,2,19,https://xlarge.rsm.nl/phone-shop/#/reviews,https://xlarge.rsm.nl/phone-shop/#/comparison,NA,{comparison:[{id:1;fullName:Samsung Galaxy A42 5G 128GB Mobile Phone - White;price:319}];linkLocation:top-navigation},0,2021-04-28T09:30:17Z,2021-04-28T09:30:22Z,4.888000011,319,0,26,2,2,0,1,19,3,0,0,2,0.4,0.6
0C4dinOZQ6fNQGUZp5w4d6tfbDGVI9g,1619602222,2,20,https://xlarge.rsm.nl/phone-shop/#/comparison,https://xlarge.rsm.nl/phone-shop/#/products/1,NA,{linkLocation:comparison},0,2021-04-28T09:30:22Z,2021-04-28T09:30:26Z,4.73300004,319,0,26,2,2,0,1,20,3,0,0,2,0.39,0.61
0C4dinOZQ6fNQGUZp5w4d6tfbDGVI9g,1619602227,2,21,https://xlarge.rsm.nl/phone-shop/#/products/1,https://xlarge.rsm.nl/phone-shop/#/remove-from-comparison,NA,{comparison:[];linkLocation:product-detail},0,2021-04-28T09:30:26Z,2021-04-28T09:30:30Z,3.221999884,319,0,26,2,2,0,1,21,3,0,0,2,0.38,0.62
0C4dinOZQ6fNQGUZp5w4d6tfbDGVI9g,1619602230,2,22,https://xlarge.rsm.nl/phone-shop/#/products/1,https://xlarge.rsm.nl/phone-shop/#/products,NA,{linkLocation:top-navigation},0,2021-04-28T09:30:30Z,2021-04-28T09:30:30Z,0.009000063,319,0,26,2,2,0,1,22,3,0,0,2,0.38,0.62
0C4dinOZQ6fNQGUZp5w4d6tfbDGVI9g,1619602230,2,23,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/products/filter,NA,[],0,2021-04-28T09:30:30Z,2021-04-28T09:31:09Z,39.2190001,319,0,26,2,2,0,1,23,3,0,0,2,0.37,0.63
0C4dinOZQ6fNQGUZp5w4d6tfbDGVI9g,1619602269,2,24,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/products/11,NA,{linkLocation:products-overview-grid},0,2021-04-28T09:31:09Z,2021-04-28T09:31:29Z,20.27199984,319,0,26,2,2,0,1,24,3,0,0,2,0.37,0.63
0C4dinOZQ6fNQGUZp5w4d6tfbDGVI9g,1619602290,2,25,https://xlarge.rsm.nl/phone-shop/#/products/11,https://xlarge.rsm.nl/phone-shop/#/trolley,NA,{trolley:{id:1;fullName:Samsung Galaxy A42 5G 128GB Mobile Phone - White;price:319};linkLocation:top-navigation},0,2021-04-28T09:31:29Z,2021-04-28T09:32:17Z,47.70900011,319,0,26,2,2,0,1,25,3,1,1,2,0.01,0.99
0ePy4ViRU31P1fWyhCwwVgcXQKxNO2,1619687589,1,1,https://xlarge.rsm.nl/phone-shop/#/,https://xlarge.rsm.nl/phone-shop/#/products,NA,{linkLocation:home-top-cta},0,2021-04-29T09:13:09Z,2021-04-29T09:13:09Z,0.010999918,0,1,29,2,2,0,0,1,4,0,0,1,1,0
0ePy4ViRU31P1fWyhCwwVgcXQKxNO2,1619687589,1,2,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/products/filter,NA,[],0,2021-04-29T09:13:09Z,2021-04-29T09:15:44Z,154.987,0,1,29,2,2,0,0,2,4,0,0,1,0.82,0.18
0ePy4ViRU31P1fWyhCwwVgcXQKxNO2,1619687744,1,3,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/reviews/9,NA,{linkLocation:products-overview-grid},0,2021-04-29T09:15:44Z,2021-04-29T09:16:15Z,31.45500016,0,1,29,2,2,0,0,3,4,0,0,1,0.68,0.32
0ePy4ViRU31P1fWyhCwwVgcXQKxNO2,1619687776,1,4,https://xlarge.rsm.nl/phone-shop/#/reviews/9,https://xlarge.rsm.nl/phone-shop/#/,NA,{linkLocation:top-navigation},0,2021-04-29T09:16:15Z,2021-04-29T09:16:17Z,1.90899992,0,1,29,2,2,0,0,4,4,0,0,1,0.57,0.43
0ePy4ViRU31P1fWyhCwwVgcXQKxNO2,1619687778,1,5,https://xlarge.rsm.nl/phone-shop/#/,https://xlarge.rsm.nl/phone-shop/#/products,NA,{linkLocation:home-top-cta},0,2021-04-29T09:16:17Z,2021-04-29T09:16:17Z,0.006999969,0,1,29,2,2,0,0,5,4,0,0,2,0.49,0.51
0ePy4ViRU31P1fWyhCwwVgcXQKxNO2,1619687778,1,6,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/products/filter,NA,[],0,2021-04-29T09:16:17Z,2021-04-29T09:16:24Z,6.929000139,0,1,29,2,2,0,0,6,4,0,0,2,0.42,0.58
