,page_id,link_id,URL,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c31,c32 
35,2,"2,1",/mba/international-full-time-mba/why-the-rotterdam-mba/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2,"2,1",/mba/international-full-time-mba/apply/cv-assessment/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
37,2,"2,11",/mba/international-full-time-mba/brochure-request/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
38,2,"2,12",https://rsm.embark.com,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
39,2,"2,13",/mba/international-full-time-mba/curriculum-teaching/more-than-a-classroom/,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2,"2,14",/mba/international-full-time-mba/curriculum-teaching/faculty-mentorship/,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41,2,"2,15",mailto:cfok@rsm.nl,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
42,2,"2,16",http://twitter.com/RSMMBA,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,2,"2,17",https://www.facebook.com/rsmmba,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,2,"2,18",https://www.twitter.com/rsmmba,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2,"2,19",https://www.linkedin.com/edu/school?id=19929,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,2,"2,2",/mba/international-full-time-mba/your-career/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,2,"2,2",https://www.youtube.com/rsmmba,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,2,"2,21",https://blog.rsm.nl/mba/,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
49,2,"2,22",http://weibo.com/rotterdamrsm,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2,"2,23",/mba/international-full-time-mba/mba-newsletter-sign-up,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
51,2,"2,25",/mba/international-full-time-mba/why-the-rotterdam-mba/personal-leadership-development/,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
52,2,"2,26",https://www.facebook.com/media/set/?set=a.655570304511185.1073741881.110428762358678&amp;type=3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,2,"2,27",http://www.rsm.nl/fileadmin/Images_NEW/MBA/Dual_Degree_RSM-CUHK.pdf,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
54,2,"2,3",/mba/international-full-time-mba/student-life/,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,2,"2,4",/mba/international-full-time-mba/apply/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
56,2,"2,5",/mba/international-full-time-mba/contact-us/,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,2,"2,6",/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
58,2,"2,7",/mba/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
59,2,"2,9",/mba/information-events/,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60,3,3,/mba/international-full-time-mba/your-career/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,3,"3,1",/mba/international-full-time-mba/why-the-rotterdam-mba/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
62,3,"3,1",/mba/international-full-time-mba/apply/cv-assessment/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
63,3,"3,11",/mba/international-full-time-mba/brochure-request/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
64,3,"3,12",https://rsm.embark.com/auth/login,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
64,3,"3,12",https://rsm.embark.com,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
65,3,"3,13",/mba/international-full-time-mba/your-career/your-placement-options/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
66,3,"3,14",/mba/international-full-time-mba/your-career/corporate-connections/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
67,3,"3,15",/mba/international-full-time-mba/your-career/career-development/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
68,3,"3,16",/mba/international-full-time-mba/your-career/internships/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
69,3,"3,17",/mba/international-full-time-mba/your-career/worldwide-alumni-network/,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,3,"3,18",/fileadmin/Images_NEW/MBA/FTMBA/career/Company_Involvement_Report_MBA_class_of_2016__002_.pdf,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
71,3,"3,19",https://www.youtube.com/watch?v=uGT3iUguTWs&list=PL63756890E5C2337E&index=4,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
72,3,"3,2",/mba/international-full-time-mba/curriculum-teaching/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
73,3,"3,2",http://twitter.com/RSMMBA,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,3,"3,21",https://www.facebook.com/rsmmba,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,3,"3,22",https://www.twitter.com/rsmmba,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,3,"3,23",https://www.linkedin.com/edu/school?id=19929,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,3,"3,24",https://www.youtube.com/rsmmba,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,3,"3,25",https://blog.rsm.nl/mba/,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
79,3,"3,26",http://weibo.com/rotterdamrsm,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,3,"3,27",/mba/international-full-time-mba/mba-newsletter-sign-up,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
81,3,"3,3",/mba/international-full-time-mba/student-life/,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,3,"3,4",/mba/international-full-time-mba/apply/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
83,3,"3,5",/mba/international-full-time-mba/contact-us/,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,3,"3,6",/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
85,3,"3,7",/mba/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
86,3,"3,9",/mba/information-events/,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
87,4,4,/mba/international-full-time-mba/student-life/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,4,"4,1",/mba/international-full-time-mba/why-the-rotterdam-mba/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
89,4,"4,1",/mba/international-full-time-mba/apply/cv-assessment/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
90,4,"4,11",/mba/international-full-time-mba/brochure-request/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
91,4,"4,12",https://rsm.embark.com,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
92,4,"4,13",/mba/international-full-time-mba/student-life/this-is-your-class/,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
93,4,"4,14",/mba/international-full-time-mba/student-life/meet-our-students/,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
94,4,"4,15",/mba/international-full-time-mba/student-life/rotterdam-the-netherlands/,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,4,"4,16",http://www.facebook.com/RSMMBA,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,4,"4,17",http://twitter.com/RSMMBA,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,4,"4,18",https://www.facebook.com/rsmmba,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,4,"4,19",https://www.twitter.com/rsmmba,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,4,"4,2",/mba/international-full-time-mba/curriculum-teaching/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100,4,"4,2",https://www.linkedin.com/edu/school?id=19929,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,4,"4,21",https://www.youtube.com/rsmmba,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,4,"4,22",https://blog.rsm.nl/mba/,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
103,4,"4,23",http://weibo.com/rotterdamrsm,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,4,"4,24",/mba/international-full-time-mba/mba-newsletter-sign-up,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
105,4,"4,25",http://blog.rsm.nl/mba/,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
106,4,"4,26",http://groups.myrsm.nl/rsmsa/about/,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,4,"4,27",https://www.facebook.com/RSMMBA/photos/a.150670945001126.34317.110428762358678/971629002905312/?type=3&theater,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,4,"4,28",https://www.youtube.com/watch?v=OneknPOG1-Q&list=PLFDbwTCQqFtCCXbXCvQZ4HmRuzAe5XF0l&index=1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
109,4,"4,29",http://www.rsm.nl/about-rsm/news/detail/4926-putting-leadership-skills-into-sailing-action-at-mba-regatta/,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
110,4,"4,3",/mba/international-full-time-mba/your-career/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,4,"4,3",https://www.youtube.com/watch?v=svpxejEckEs,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
112,4,"4,31",http://www.rsm.nl/about-rsm/news/detail/5348-mba-students-explore-cultures-through-culinary-journey/,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
113,4,"4,32",https://www.facebook.com/,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
114,4,"4,33",https://www.youtube.com/watch?v=GY-XsrW8gp8,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
115,4,"4,4",/mba/international-full-time-mba/apply/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
116,4,"4,5",/mba/international-full-time-mba/contact-us/,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,4,"4,6",/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
118,4,"4,7",/mba/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
119,4,"4,9",/mba/information-events/,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
120,5,5,/mba/international-full-time-mba/apply/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,5,"5,1",/mba/international-full-time-mba/why-the-rotterdam-mba/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
122,5,"5,1",/mba/international-full-time-mba/apply/tuition-fees-other-costs/,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
123,5,"5,11",/mba/international-full-time-mba/apply/financing-your-mba/,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
124,5,"5,12",/mba/international-full-time-mba/apply/living-in-rotterdam/,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,5,"5,13",/mba/international-full-time-mba/apply/contact-our-students/,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,5,"5,14",/mba/international-full-time-mba/apply/plan-a-visit/,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
127,5,"5,15",/mba/international-full-time-mba/apply/faq/,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
128,5,"5,16",http://twitter.com/rsmmba,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,5,"5,18",https://www.facebook.com/rsmmba,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,5,"5,19",https://www.twitter.com/rsmmba,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,5,"5,2",/mba/international-full-time-mba/curriculum-teaching/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
132,5,"5,2",https://www.linkedin.com/edu/school?id=19929,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,5,"5,21",https://www.youtube.com/rsmmba,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,5,"5,22",https://blog.rsm.nl/mba/,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
135,5,"5,23",http://weibo.com/rotterdamrsm,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,5,"5,24",/mba/international-full-time-mba/mba-newsletter-sign-up,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
137,5,"5,25",mailto:cfok@rsm.nl,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
138,5,"5,3",/mba/international-full-time-mba/your-career/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,5,"5,4",/mba/international-full-time-mba/student-life/,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,5,"5,5",/mba/international-full-time-mba/contact-us/,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,5,"5,6",/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
142,5,"5,7",/mba/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
143,5,"5,9",https://rsm.embark.com,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
144,6,6,/mba/international-full-time-mba/contact-us/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,6,"6,1",/mba/international-full-time-mba/why-the-rotterdam-mba/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
146,6,"6,2",/mba/international-full-time-mba/curriculum-teaching/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
147,6,"6,3",/mba/international-full-time-mba/your-career/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,6,"6,4",/mba/international-full-time-mba/student-life/,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,6,"6,5",/mba/international-full-time-mba/apply/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
150,6,"6,6",/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
151,6,"6,7",/mba/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
